"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0042391","regulation of membrane potential",295,-0.357463052202112,-1.43545567461732,0.000283952214228084,0.00687700577205613,0.00558283278211259,1209,"tags=16%, list=8%, signal=15%","20779/56508/14694/11757/16193/11938/83814/57320/67885/12176/13179/12315/17260/19211/22228/70729/192287/195208/19055/11554/12314/12177/71653/18438/269523/54393/20266/18439/56455/16502/12043/100986/21926/56637/14682/20274/22627/68197/14629/17999/239217/16573/11472/16525/11928/11931/11820/16476"
"GO:0030195","negative regulation of blood coagulation",23,-0.741299197929704,-1.93755328668726,0.000294061694838059,0.00703131416936935,0.00570810212281549,118,"tags=22%, list=1%, signal=22%","18591/11747/20720/12527/11816"
"GO:1900047","negative regulation of hemostasis",23,-0.741299197929704,-1.93755328668726,0.000294061694838059,0.00703131416936935,0.00570810212281549,118,"tags=22%, list=1%, signal=22%","18591/11747/20720/12527/11816"
"GO:0048483","autonomic nervous system development",27,-0.709396153225855,-1.90310141698715,0.000291950691947337,0.00703131416936935,0.00570810212281549,894,"tags=26%, list=6%, signal=24%","18186/14462/12387/13654/78286/19713/15205"
"GO:0006584","catecholamine metabolic process",36,-0.657139786574374,-1.91331489003583,0.000298610178311823,0.00705044868708626,0.00572363574548801,932,"tags=22%, list=7%, signal=21%","57320/14462/12846/17069/18227/13819/11669/53315"
"GO:0009712","catechol-containing compound metabolic process",36,-0.657139786574374,-1.91331489003583,0.000298610178311823,0.00705044868708626,0.00572363574548801,932,"tags=22%, list=7%, signal=21%","57320/14462/12846/17069/18227/13819/11669/53315"
"GO:0015849","organic acid transport",220,-0.380321530504773,-1.48291909742512,0.000297002733942138,0.00705044868708626,0.00572363574548801,768,"tags=13%, list=5%, signal=12%","22228/70456/384783/21366/104681/20496/13723/50934/225579/14081/14815/94245/72472/54393/16952/18439/21926/55951/14412/105727/11846/19735/19225/21943/16525/17920/19156/11816"
"GO:0002705","positive regulation of leukocyte mediated immunity",145,0.529706816197231,1.57911998736327,0.00030056473615419,0.00706702835882539,0.00573709531466243,1567,"tags=32%, list=11%, signal=29%","15978/20400/16768/16641/15018/27007/16642/12487/16643/317757/58185/15039/107823/214855/30925/15040/237877/19264/21355/110557/15007/16174/56200/13482/15015/16414/268564/83408/22324/20850/22042/22628/243655/15510/57765/20371/14991/74131/16176/54215/54698/15042/12010/14063/18950/27218/22030"
"GO:0055117","regulation of cardiac muscle contraction",50,-0.580566957826689,-1.80543706642479,0.000304015905072456,0.00711851349511979,0.00577889154346071,1136,"tags=22%, list=8%, signal=20%","15519/11938/12315/11554/12314/18438/100986/19735/11928/11931/12652"
"GO:0031424","keratinization",19,-0.785186722810096,-1.97475611132743,0.000306495922210782,0.00712112677491587,0.00578101303420798,1688,"tags=32%, list=12%, signal=28%","223828/16682/110308/16667/55948/100126226"
"GO:0001765","membrane raft assembly",13,0.838012104208604,1.71386839530843,0.000306651392221257,0.00712112677491587,0.00578101303420798,1208,"tags=38%, list=8%, signal=35%","12306/16202/14251/93675/20194"
"GO:0006936","muscle contraction",190,-0.398980884741297,-1.52409165354147,0.0003116386286764,0.00720728189188903,0.00585095475409703,1136,"tags=19%, list=8%, signal=18%","68196/15519/19219/11938/83814/19165/11787/13043/19878/12315/11848/72043/67972/22340/50769/11554/12314/226594/18438/14062/20266/114249/14790/60596/100986/21926/11674/16590/19735/19225/15370/11472/12310/11928/11931/12652"
"GO:0042445","hormone metabolic process",138,-0.431222752726214,-1.58793683282154,0.000314725755966327,0.00721950179234953,0.00586087501054967,2011,"tags=25%, list=14%, signal=22%","14581/114664/19017/20148/13077/622402/67442/52028/13132/66375/69048/20502/22417/192970/13350/27384/12156/12873/14462/18548/72461/18550/101476/12846/14815/72472/13039/20280/50781/13030/22027/16001/99929/11928/13653"
"GO:0042129","regulation of T cell proliferation",167,0.504507148785077,1.51317630975941,0.000313634959322606,0.00721950179234953,0.00586087501054967,2172,"tags=33%, list=15%, signal=28%","15978/20555/12367/12511/20304/12477/171285/21942/12487/20737/19260/12721/66824/16854/67245/16362/15040/237256/19264/208650/16195/56532/60533/12501/19354/18761/22637/330817/93675/20850/22042/11534/20371/14991/74131/193385/21938/17973/16176/54698/15944/12524/16452/18950/20535/27218/21950/16859/170823/16408/22034/12479/12144/16453/12151"
"GO:0006690","icosanoid metabolic process",71,-0.51733426803313,-1.70365746887715,0.000319435061103872,0.0072978625498346,0.00592448917930556,996,"tags=21%, list=7%, signal=20%","56351/27384/11689/13087/23887/13110/12846/13107/16952/14775/625249/19225/66447/16149/66469"
"GO:0007094","mitotic spindle assembly checkpoint signaling",49,0.648552508960479,1.68337020624763,0.000325822548383525,0.00738400257240253,0.00599441864538195,2109,"tags=57%, list=15%, signal=49%","11799/52276/229841/67629/76464/16319/75430/107995/268697/67052/66442/18817/12236/20877/66591/66468/56150/70799/12235/11920/70385/66977/69716/30949/12237/235661/52696/26951"
"GO:0071173","spindle assembly checkpoint signaling",49,0.648552508960479,1.68337020624763,0.000325822548383525,0.00738400257240253,0.00599441864538195,2109,"tags=57%, list=15%, signal=49%","11799/52276/229841/67629/76464/16319/75430/107995/268697/67052/66442/18817/12236/20877/66591/66468/56150/70799/12235/11920/70385/66977/69716/30949/12237/235661/52696/26951"
"GO:0030193","regulation of blood coagulation",40,-0.650439967616128,-1.899703287491,0.000328444528440754,0.00738411344219593,0.00599450865076185,444,"tags=25%, list=3%, signal=24%","18591/224794/14062/27973/18024/21672/11747/20720/12527/11816"
"GO:1900046","regulation of hemostasis",40,-0.650439967616128,-1.899703287491,0.000328444528440754,0.00738411344219593,0.00599450865076185,444,"tags=25%, list=3%, signal=24%","18591/224794/14062/27973/18024/21672/11747/20720/12527/11816"
"GO:1905820","positive regulation of chromosome separation",28,0.73383226950653,1.74144489278323,0.000330070865913481,0.00739122974741974,0.00600028574960514,1982,"tags=64%, list=14%, signal=55%","11799/68612/52276/229841/14211/16319/107995/68298/70099/76044/20877/215387/66591/66468/78658/52563/52683/69957"
"GO:0050807","regulation of synapse organization",276,-0.358811795972944,-1.42679108566058,0.000338545716147595,0.00755104140798766,0.00613002270303447,1496,"tags=18%, list=10%, signal=17%","217124/26416/234664/14270/17118/13542/99633/99152/21844/330814/56508/14083/11838/107932/83814/18003/19165/19878/11843/22215/17260/11848/19211/108155/18002/13631/19877/72289/68942/13191/22631/320712/320747/269523/12387/94245/73178/105689/11852/15387/21926/56637/68585/18472/17999/19249/16573/22142/11820/11816/17755"
"GO:0050863","regulation of T cell activation",334,0.459737288269952,1.4362017667666,0.000339885242107374,0.00755107252445635,0.00613004796374344,2477,"tags=34%, list=17%, signal=29%","15978/20555/12367/12511/20304/12477/16852/13024/171285/16768/21942/12487/20737/19260/12721/66824/21940/317757/16854/67245/16818/16362/12507/12142/15040/237256/19264/208650/16195/16797/56532/60533/14357/12501/11540/13482/19354/11461/18761/74734/74015/268564/22637/17131/83408/18566/56436/330817/22324/93675/56048/66494/20850/22042/22628/15510/11534/57765/11774/83796/76747/20371/14991/74131/214763/193385/21938/17973/16176/20227/54215/54698/15944/21838/12524/240754/16452/12010/18950/20535/27218/56456/14312/67050/21950/16859/319817/16190/12042/26992/170823/67122/16408/22034/16423/12479/11501/12144/16453/12151/12400/12399/74256/11486/17974/12122/14102/15505/19255/72057/328572/108723/69769"
"GO:0032609","type II interferon production",116,0.552453697415311,1.61043823937843,0.000343423463612745,0.00759975923594792,0.00616957239893773,2204,"tags=44%, list=15%, signal=38%","100038882/12481/171285/15900/27007/16153/19260/66824/21940/317757/214855/30925/15461/16174/56532/60533/12501/12051/13198/83408/20539/13813/243655/15510/12611/16162/20371/22761/14991/74131/16176/54215/54698/15944/16452/18176/14063/18578/27218/21950/16859/15975/27060/23882/12261/57757/16423/12479/21946/12399/16992"
"GO:0045776","negative regulation of blood pressure",32,-0.671974361582065,-1.87645004746945,0.000347252322994574,0.00762468816598591,0.00618980999251437,1062,"tags=31%, list=7%, signal=29%","83814/12168/74617/102774/14683/72461/11554/15937/21926/12310"
"GO:0046651","lymphocyte proliferation",279,0.475844113048385,1.48057014580672,0.000347070148137972,0.00762468816598591,0.00618980999251437,2245,"tags=32%, list=16%, signal=27%","15978/20555/22163/12367/12511/20304/12477/20556/171285/21942/27371/16153/12487/20737/19260/12721/66824/21940/16854/67245/19171/16362/58206/15201/30925/15040/237256/14360/237877/19264/208650/16195/20230/56532/60533/12501/19354/18761/16414/22637/16019/330817/56501/93675/23917/20850/22042/15510/11534/14225/320795/20371/14991/224860/74131/193385/21938/17319/17973/16176/54698/17874/15944/12524/68767/11920/16452/18950/20535/27218/21950/16859/94176/319817/170823/12445/74775/17698/16408/22034/12479/12144/16409/12028/16453/12151/11486/21423"
