"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Rnf111",0.00104769084543435,0.477335587574972,0.336,0.21,1,"4","Rnf111"
"Morf4l2",0.00106365846209439,0.479419612563636,0.462,0.308,1,"4","Morf4l2"
"Cnn3",0.00107020800506397,0.392423915974013,0.439,0.238,1,"4","Cnn3"
"Luc7l2",0.00108425720614475,0.260912526610026,0.79,0.64,1,"4","Luc7l2"
"Psmc11",0.00108441000331573,0.359500120075016,0.482,0.34,1,"4","Psmc1"
"Aars1",0.001086586956382,0.574049266975207,0.267,0.166,1,"4","Aars"
"Uso11",0.00113814730492763,0.300864266967,0.302,0.219,1,"4","Uso1"
"Map3k121",0.00115401962575422,0.804284171205922,0.271,0.141,1,"4","Map3k12"
"Usp331",0.00116312124433862,0.541893097031622,0.326,0.201,1,"4","Usp33"
"Khdrbs31",0.00116385666933163,0.591758867058412,0.414,0.248,1,"4","Khdrbs3"
"Mdm2",0.00117423519630466,0.599729590656482,0.302,0.175,1,"4","Mdm2"
"Naa201",0.00117621729882808,0.305117151390903,0.39,0.281,1,"4","Naa20"
"Pwwp2a",0.00118769164028712,0.815098370210566,0.308,0.162,1,"4","Pwwp2a"
"Cyld",0.00120068143621882,0.564443282745967,0.345,0.214,1,"4","Cyld"
"Cep191",0.00121796898535496,0.645415045475211,0.311,0.177,1,"4","Cep19"
"Tmem331",0.00123277020379723,0.439777830248194,0.453,0.306,1,"4","Tmem33"
"Rab11fip41",0.00123897684426148,0.66728987150506,0.312,0.185,1,"4","Rab11fip4"
"0610010K14Rik1",0.00124180905857247,0.426936495922779,0.384,0.258,1,"4","0610010K14Rik"
"Dda11",0.00126037792745733,0.690936967551847,0.364,0.207,1,"4","Dda1"
"Rbm42",0.00128320726985638,0.355926366830319,0.363,0.259,1,"4","Rbm42"
"Ddx231",0.00128411315610374,0.514695224871803,0.336,0.21,1,"4","Ddx23"
"Elavl1",0.00130817324476944,0.545986930523745,0.37,0.234,1,"4","Elavl1"
"Cnot6l",0.00131610207280978,0.39187462596627,0.433,0.29,1,"4","Cnot6l"
"Ddx50",0.00135716661211456,0.3470837817172,0.489,0.351,1,"4","Ddx50"
"Hikeshi",0.00136631192249941,0.548313036194751,0.277,0.171,1,"4","Hikeshi"
"Ppp1r101",0.00136941121415312,0.499324806536299,0.458,0.299,1,"4","Ppp1r10"
"Eif3f2",0.00140421423012606,0.468853849075449,0.841,0.678,1,"4","Eif3f"
"Chmp1a",0.00141430335009778,0.845147610024384,0.29,0.152,1,"4","Chmp1a"
"B9d21",0.00141683737509555,0.647696546140588,0.279,0.156,1,"4","B9d2"
"Srsf61",0.00142203675393208,0.300520536653929,0.412,0.302,1,"4","Srsf6"
"Dnajc2",0.001434264104034,0.469914581111625,0.381,0.242,1,"4","Dnajc2"
"Srebf2",0.00144547972797391,0.704251625915605,0.323,0.172,1,"4","Srebf2"
"Oip5os11",0.00146549136843934,0.256016511654881,0.654,0.46,1,"4","Oip5os1"
"0610012G03Rik1",0.0014697437687049,0.522674392738762,0.506,0.325,1,"4","0610012G03Rik"
"Tmem258",0.00147070966076683,0.350157579793661,0.593,0.424,1,"4","Tmem258"
"Upf1",0.00148096872095667,0.606572511703038,0.254,0.152,1,"4","Upf1"
"Setbp11",0.00148097040852717,0.411023606469987,0.285,0.195,1,"4","Setbp1"
"Trrap",0.00149116638486105,0.794643309983522,0.257,0.136,1,"4","Trrap"
"Msl1",0.00151049027809821,0.540066750678772,0.389,0.243,1,"4","Msl1"
"Rybp",0.00151294013196532,0.609394649307349,0.271,0.178,1,"4","Rybp"
"2510002D24Rik1",0.00151440148801238,0.705785977597312,0.289,0.16,1,"4","2510002D24Rik"
"Dync2li11",0.00152764628681979,0.798827749803625,0.274,0.141,1,"4","Dync2li1"
"Mettl261",0.00152856027240538,0.489673199138232,0.399,0.256,1,"4","Mettl26"
"Aggf11",0.00153512213139351,0.451664572006631,0.306,0.203,1,"4","Aggf1"
"Smn11",0.00156791147487209,0.789382999964693,0.313,0.17,1,"4","Smn1"
"Dnaja21",0.00159295246647431,0.455939391268902,0.682,0.478,1,"4","Dnaja2"
"Dynlt32",0.0015973887930847,0.514003236672004,0.499,0.388,1,"4","Dynlt3"
"Exosc4",0.00162423317195917,0.56952817485324,0.263,0.161,1,"4","Exosc4"
"Ubap2l",0.00163012929576981,0.303721078751416,0.567,0.422,1,"4","Ubap2l"
"Becn11",0.00163457417615722,0.403837683078782,0.39,0.263,1,"4","Becn1"
"Fto",0.00163948228018671,0.629210731037356,0.257,0.152,1,"4","Fto"
"Slc35b11",0.00164522352591668,0.559079249856017,0.362,0.233,1,"4","Slc35b1"
"Arid1b1",0.00165325163492375,0.854777383031737,0.358,0.183,1,"4","Arid1b"
"Bola11",0.00165340218218853,0.338196228988008,0.385,0.268,1,"4","Bola1"
"Pcdh171",0.00165484422609922,0.708822580470174,0.384,0.234,1,"4","Pcdh17"
"March21",0.00166209028374242,0.390178715254224,0.32,0.218,1,"4","March2"
"Ranbp1",0.00166219124598807,0.334989854341228,0.623,0.448,1,"4","Ranbp1"
"Ep400",0.00167715560475451,0.423533840379381,0.333,0.221,1,"4","Ep400"
"Ndufs61",0.00173008789120852,0.253357156893745,0.649,0.492,1,"4","Ndufs6"
"Fkbp42",0.00174936331725446,0.351217449290142,0.53,0.389,1,"4","Fkbp4"
"Prdx4",0.00175869546818211,0.349045546509789,0.323,0.221,1,"4","Prdx4"
"Anapc11",0.001765755755381,0.548093034990162,0.413,0.258,1,"4","Anapc11"
"Glcci11",0.0017708552848347,0.415152647986308,0.453,0.275,1,"4","Glcci1"
"Mien11",0.00181278847333646,0.269496170247747,0.58,0.427,1,"4","Mien1"
"Cct41",0.00182131079873055,0.277870355399991,0.52,0.383,1,"4","Cct4"
"Ppp1r371",0.00182521375564508,0.52865028586261,0.301,0.188,1,"4","Ppp1r37"
"Kdm6a",0.00183508902338495,0.509749115517533,0.272,0.18,1,"4","Kdm6a"
"Egln21",0.00184484858095909,0.613099434116772,0.359,0.221,1,"4","Egln2"
"Cggbp1",0.00188600655050262,0.490112361294249,0.609,0.418,1,"4","Cggbp1"
"Hook3",0.00192830477829308,0.444581071613655,0.438,0.292,1,"4","Hook3"
"Cic",0.00193074922030521,0.461214720347663,0.266,0.17,1,"4","Cic"
"Ccser2",0.00193298797207929,0.358817386152153,0.289,0.189,1,"4","Ccser2"
"Cdipt1",0.00196135006691876,0.493817013984511,0.282,0.183,1,"4","Cdipt"
"Crnkl11",0.00196191727000872,0.646719360552258,0.31,0.178,1,"4","Crnkl1"
"Nphp11",0.00198826294729983,0.801711685148829,0.25,0.133,1,"4","Nphp1"
"Psmd91",0.0020122807185653,0.701851451239807,0.291,0.166,1,"4","Psmd9"
"Pdzd81",0.00213317551487278,0.498358908346357,0.353,0.241,1,"4","Pdzd8"
"Ccdc174",0.00215593215595598,0.601493304668302,0.35,0.204,1,"4","Ccdc174"
"Rsf1",0.00218960517024399,0.562921741913911,0.494,0.314,1,"4","Rsf1"
"Maea",0.00219572777538873,0.807184888893329,0.309,0.161,1,"4","Maea"
"Fetub1",0.00219820384118278,0.356485799742732,0.416,0.349,1,"4","Fetub"
"Acyp11",0.00220663059787074,0.446121219280133,0.257,0.167,1,"4","Acyp1"
"Pdcl31",0.00222065584813507,0.354879465986889,0.324,0.223,1,"4","Pdcl3"
"Bmpr21",0.00223881933702042,0.509166972305024,0.559,0.345,1,"4","Bmpr2"
"Tmem2301",0.00223955765280703,0.584844500242814,0.313,0.19,1,"4","Tmem230"
"Gatad2a1",0.00227073027209401,0.527006181833555,0.508,0.315,1,"4","Gatad2a"
"Me21",0.00227864934302133,0.740500702346078,0.32,0.177,1,"4","Me2"
"Dnajb121",0.00233249057265267,0.367763380261502,0.278,0.2,1,"4","Dnajb12"
"Atp6v1b21",0.00237061065564871,0.303169333864789,0.309,0.212,1,"4","Atp6v1b2"
"2900097C17Rik1",0.00237351143587285,0.29260574461472,0.467,0.338,1,"4","2900097C17Rik"
"Taf111",0.0024173040890468,0.758681842896372,0.304,0.167,1,"4","Taf11"
"Wdsub11",0.00242254217343841,0.284337695680894,0.425,0.277,1,"4","Wdsub1"
"Mlh31",0.00242972083374174,0.819657784649996,0.292,0.155,1,"4","Mlh3"
"Pds5a",0.00243777400045129,0.688997090057986,0.41,0.245,1,"4","Pds5a"
"Cript1",0.00244249477401838,0.312260720775289,0.454,0.318,1,"4","Cript"
"Sap30l1",0.00244739632635639,0.672768079608016,0.355,0.214,1,"4","Sap30l"
"Cuedc2",0.00248434463560011,0.41872633906299,0.365,0.246,1,"4","Cuedc2"
"Mrps23",0.00251750493437299,0.419885340741312,0.26,0.171,1,"4","Mrps23"
"Zfp385b1",0.00252203334836418,0.273688100971976,0.391,0.234,1,"4","Zfp385b"
"Dalrd31",0.00258414647671513,0.410790778030705,0.295,0.198,1,"4","Dalrd3"
"Mical31",0.0026021561501282,0.59888483125146,0.318,0.2,1,"4","Mical3"
"Terf2ip1",0.00261636825670738,0.952811216579227,0.294,0.144,1,"4","Terf2ip"
"Pum1",0.00267489096888011,0.634597799550563,0.515,0.322,1,"4","Pum1"
"Mecp21",0.00270210946266803,0.50028206055803,0.305,0.193,1,"4","Mecp2"
"Hgs1",0.00285401983572262,0.929008520526187,0.304,0.15,1,"4","Hgs"
"Lamtor51",0.00286363393769181,0.279345703493233,0.572,0.408,1,"4","Lamtor5"
"Arrdc3",0.00287288807776271,0.470005096323841,0.347,0.214,1,"4","Arrdc3"
"Tmcc1",0.00288662739173121,0.353119464384822,0.37,0.236,1,"4","Tmcc1"
"Emsy1",0.00289992448623552,0.468146388848707,0.315,0.206,1,"4","Emsy"
"Mrpl15",0.00291249466213585,0.640243396148457,0.311,0.188,1,"4","Mrpl15"
"Auh1",0.00291706510562995,0.569742878279321,0.386,0.241,1,"4","Auh"
"C2cd5",0.00305751569748115,0.948727192328317,0.278,0.138,1,"4","C2cd5"
"2810402E24Rik1",0.00313315242855706,1.02546164470263,0.281,0.131,1,"4","2810402E24Rik"
"Emg11",0.0031532014998546,0.376023603631377,0.427,0.297,1,"4","Emg1"
"Vps37a1",0.00315994232409002,0.604557981184523,0.335,0.208,1,"4","Vps37a"
"Cdkn1b",0.00325032278025218,0.314216236363327,0.32,0.221,1,"4","Cdkn1b"
"Fbxo3",0.00330607712130436,0.416716017818022,0.251,0.165,1,"4","Fbxo3"
"Usp31",0.00330719779304099,0.704741949270328,0.483,0.286,1,"4","Usp3"
"Spty2d1",0.0033143144850708,0.27209738108266,0.335,0.241,1,"4","Spty2d1"
"Kif3b1",0.0033781001829776,0.652771082493358,0.341,0.199,1,"4","Kif3b"
"Esf11",0.00339075704009738,0.548535000655848,0.453,0.284,1,"4","Esf1"
"Cops21",0.00339146269650035,0.311106865097198,0.352,0.249,1,"4","Cops2"
"Siah21",0.00339466575756631,0.598815886629761,0.31,0.185,1,"4","Siah2"
"Gtpbp2",0.00340046499682292,0.658402763430505,0.255,0.144,1,"4","Gtpbp2"
"Ap1s11",0.00350761887169768,0.835810251310416,0.35,0.19,1,"4","Ap1s1"
"Sdhaf11",0.00351715864844635,0.608469992055754,0.337,0.199,1,"4","Sdhaf1"
"Ddb1",0.00355356956650918,0.457045239730557,0.33,0.221,1,"4","Ddb1"
"Zfr1",0.0035567818876648,0.385941456543134,0.465,0.334,1,"4","Zfr"
"Dusp141",0.0035678350494193,0.412992940045379,0.262,0.172,1,"4","Dusp14"
"Arhgap12",0.00357889450991237,0.922280234413481,0.264,0.13,1,"4","Arhgap12"
"Bfar",0.00359239442890826,0.361550747151074,0.256,0.174,1,"4","Bfar"
"Pak31",0.00359832685468984,0.298988018160104,0.348,0.22,1,"4","Pak3"
"Mga1",0.00365320313476477,0.319787307227727,0.335,0.232,1,"4","Mga"
"Mafg1",0.00373600397900704,0.491853076451573,0.346,0.221,1,"4","Mafg"
"Aimp12",0.00386358968498113,0.510393642473179,0.614,0.414,1,"4","Aimp1"
"Arhgef281",0.0039103001032661,0.355083669859603,0.34,0.222,1,"4","Arhgef28"
"Fnbp4",0.00393077489097329,0.312762000816829,0.254,0.177,1,"4","Fnbp4"
"Snrnp271",0.0039905753423444,0.324879141507978,0.507,0.366,1,"4","Snrnp27"
"Asf1a1",0.00405660612020248,0.773356201950478,0.303,0.164,1,"4","Asf1a"
"Ptpra1",0.00410300049097893,0.277116656045286,0.477,0.342,1,"4","Ptpra"
"Pum2",0.00434792855672474,0.310810990746207,0.432,0.307,1,"4","Pum2"
"Mrpl431",0.00435593988026211,0.456892417795815,0.509,0.343,1,"4","Mrpl43"
"Hsd17b121",0.00445113570053567,0.58168970908225,0.418,0.28,1,"4","Hsd17b12"
"Baz1b",0.00445456993052532,0.560469825949918,0.486,0.322,1,"4","Baz1b"
"Eif3b",0.00448618171950581,0.404174972445107,0.333,0.227,1,"4","Eif3b"
"Mrpl511",0.00452735193691704,0.452234374632971,0.632,0.436,1,"4","Mrpl51"
"U2af21",0.0045605411200929,0.550973350923353,0.459,0.287,1,"4","U2af2"
"Ccdc1071",0.00467722929743645,0.429106745524843,0.359,0.246,1,"4","Ccdc107"
"Nolc1",0.00468826059806323,0.672166192953542,0.358,0.204,1,"4","Nolc1"
"Oard1",0.00474272009084716,0.554732778597682,0.31,0.198,1,"4","Oard1"
"Ddx171",0.00482317103105126,0.539331101815949,0.629,0.426,1,"4","Ddx17"
"Ppp1r21",0.00482864408549427,0.593596969736432,0.654,0.431,1,"4","Ppp1r2"
"Ncoa71",0.00484534366066878,0.397411105099071,0.312,0.216,1,"4","Ncoa7"
"Eif3a1",0.00489415946737587,0.298979740914662,0.778,0.621,1,"4","Eif3a"
"Sec14l11",0.00496934457648154,0.346706198954843,0.404,0.273,1,"4","Sec14l1"
"Ppp2ca",0.00501229635739285,0.406550645399978,0.556,0.389,1,"4","Ppp2ca"
"Cfap97",0.00505355948843375,0.539064301647901,0.255,0.157,1,"4","Cfap97"
"Snapin1",0.00511154288038418,0.368271689441703,0.271,0.189,1,"4","Snapin"
"R3hdm2",0.0051546619924622,0.453427612437046,0.495,0.332,1,"4","R3hdm2"
"Upf3a1",0.00522755969413305,0.31904283978615,0.351,0.247,1,"4","Upf3a"
"Smim10l11",0.00523965369902541,0.260077353706029,0.485,0.362,1,"4","Smim10l1"
"Pfdn61",0.00524721584115814,0.483126041094723,0.497,0.335,1,"4","Pfdn6"
"Mrpl231",0.00527315738569293,0.331894784155808,0.578,0.418,1,"4","Mrpl23"
"Fbxo91",0.00528691119377885,0.542624092255465,0.383,0.24,1,"4","Fbxo9"
"Wdr26",0.0053135492300781,0.265186073791841,0.449,0.328,1,"4","Wdr26"
"Hax11",0.00533841145636733,0.552938324803136,0.275,0.175,1,"4","Hax1"
"Mrpl35",0.00538690005294866,0.494189421540801,0.266,0.169,1,"4","Mrpl35"
"Eif4ebp2",0.00538831309430714,0.254498584112122,0.317,0.239,1,"4","Eif4ebp2"
"4930453N24Rik1",0.00547604588690175,0.670287679537522,0.344,0.198,1,"4","4930453N24Rik"
"Aktip1",0.00554281481758528,0.734761307085188,0.321,0.18,1,"4","Aktip"
"Akap8l",0.00570359570322568,0.484242984902161,0.322,0.21,1,"4","Akap8l"
"Fam92a1",0.00571400724778991,0.569322431804328,0.254,0.156,1,"4","Fam92a"
"Usp151",0.00573090924890269,0.503670492961845,0.474,0.306,1,"4","Usp15"
"Med13l1",0.00573309328841216,0.309899553333159,0.371,0.266,1,"4","Med13l"
"Rab24",0.00574048301342783,0.633160530086555,0.384,0.229,1,"4","Rab24"
"Mdh21",0.00574470049270328,0.272097124805224,0.724,0.548,1,"4","Mdh2"
"Eif4g31",0.00574677585177445,0.316112079397908,0.525,0.377,1,"4","Eif4g3"
"Arl1",0.00581616975592736,0.387202759436483,0.553,0.393,1,"4","Arl1"
"Mrpl461",0.00597530406502743,0.651274754268937,0.271,0.158,1,"4","Mrpl46"
"Usp191",0.00608165127036961,0.381573324064865,0.275,0.19,1,"4","Usp19"
"Mmadhc",0.00611432153267212,0.598880298192133,0.291,0.177,1,"4","Mmadhc"
"Angel2",0.0061153987903734,0.496600758448527,0.323,0.204,1,"4","Angel2"
"Mrps141",0.00613664675050448,0.263220471808135,0.59,0.449,1,"4","Mrps14"
"Larp4",0.00613712487543586,0.673590753632831,0.383,0.232,1,"4","Larp4"
"Dnmt1",0.00620679299736943,0.480492977489263,0.253,0.152,1,"4","Dnmt1"
"Twistnb",0.00633187991535707,0.333256610367996,0.277,0.191,1,"4","Twistnb"
"Ro601",0.00636568514162858,0.55505118614045,0.377,0.23,1,"4","Ro60"
"Ergic21",0.00646769575557136,0.425852338362967,0.371,0.261,1,"4","Ergic2"
"Tug1",0.00659436383949745,0.739771399715029,0.331,0.183,1,"4","Tug1"
"Tmx31",0.0067855459553152,0.503057460284197,0.47,0.334,1,"4","Tmx3"
"Lsm3",0.00681899251099176,0.330029348757624,0.256,0.173,1,"4","Lsm3"
"Npepps",0.00688469546033617,0.498781533365306,0.346,0.219,1,"4","Npepps"
"Lrba1",0.00696455120873034,0.643340206619324,0.459,0.261,1,"4","Lrba"
"Acin11",0.00699594001888295,0.311829966691502,0.709,0.546,1,"4","Acin1"
"Tbc1d321",0.0072469385527491,0.926323252350807,0.284,0.14,1,"4","Tbc1d32"
"Rmnd5a1",0.0073076910298631,0.549033701679462,0.391,0.246,1,"4","Rmnd5a"
"Rab5b",0.00733504606844125,0.436794961158383,0.26,0.171,1,"4","Rab5b"
"Impad1",0.00750002188239641,0.427321343603284,0.284,0.195,1,"4","Impad1"
"Nrd11",0.00752723591296483,0.436648468354368,0.571,0.396,1,"4","Nrd1"
"2510009E07Rik1",0.00758665688616186,0.373260290482419,0.294,0.195,1,"4","2510009E07Rik"
"Ppp2r5e",0.00787329328017477,0.450024905719,0.254,0.165,1,"4","Ppp2r5e"
"Ddx11",0.00806037013177807,0.541287000730793,0.405,0.26,1,"4","Ddx1"
"Khsrp1",0.0080884428912275,0.365168163191896,0.264,0.184,1,"4","Khsrp"
"Sf1",0.0081366956680046,0.257211126215146,0.38,0.283,1,"4","Sf1"
"Rwdd4a",0.00822937259358619,0.763305680583123,0.277,0.151,1,"4","Rwdd4a"
"Rnf4",0.0082740326930936,0.468340585594179,0.267,0.173,1,"4","Rnf4"
"Usp241",0.00843731822419825,0.604825746256685,0.269,0.168,1,"4","Usp24"
"Dph61",0.00855619720504178,0.496094857983638,0.294,0.186,1,"4","Dph6"
"Mcts1",0.00861986465229651,0.353277381311827,0.287,0.202,1,"4","Mcts1"
"Sucla21",0.00898869705817873,0.337922256657001,0.382,0.272,1,"4","Sucla2"
"Borcs71",0.00898943810956688,0.743318508070769,0.368,0.223,1,"4","Borcs7"
"Snrnp200",0.00906663275781,0.437204725681066,0.329,0.224,1,"4","Snrnp200"
"Csnk2a21",0.00911486015901794,0.500053556240496,0.303,0.196,1,"4","Csnk2a2"
"Isca21",0.00913097612803982,0.518492534283157,0.316,0.202,1,"4","Isca2"
"Mrpl271",0.00931948687791003,0.344163805362673,0.444,0.312,1,"4","Mrpl27"
"Denr1",0.00932427141983765,0.332440598298721,0.501,0.357,1,"4","Denr"
"Hcfc1",0.00943367112723565,0.85969260617102,0.318,0.165,1,"4","Hcfc1"
"Smc6",0.00963832305184638,0.37990339406858,0.473,0.316,1,"4","Smc6"
"Bag61",0.00970909130605237,0.544129761955425,0.293,0.187,1,"4","Bag6"
"Gmfb",0.00971646219379668,0.544623308532267,0.308,0.189,1,"4","Gmfb"
"Orc41",0.00977204344262418,0.630664151082819,0.265,0.155,1,"4","Orc4"
"Zbtb371",0.00983737369059819,0.893132773458801,0.258,0.132,1,"4","Zbtb37"
"Sec13",0.00985391060407132,0.258027220872249,0.296,0.227,1,"4","Sec13"
"Rrm2b1",0.00997110793312523,0.289923217898869,0.286,0.195,1,"4","Rrm2b"
"S100a9",4.91435262120025e-107,6.72526514734879,0.965,0.041,1.23492767018141e-102,"5","S100a9"
"S100a8",2.85648492403457e-104,6.55067086353192,0.962,0.037,7.17806096560646e-100,"5","S100a8"
"Tyrobp1",1.55431049232099e-85,3.29996092198681,0.999,0.189,3.90582683615342e-81,"5","Tyrobp"
"S100a111",3.90359500745934e-84,3.32188435032624,0.988,0.482,9.80934389424457e-80,"5","S100a11"
"Msrb1",4.94513047805166e-81,4.26883717891508,0.87,0.178,1.2426618378296e-76,"5","Msrb1"
"Alox5ap1",2.73904806080418e-76,3.44949105883064,0.87,0.129,6.88295387199483e-72,"5","Alox5ap"
"Lcp12",4.95153736202586e-75,3.15477808220221,0.926,0.264,1.24427182370348e-70,"5","Lcp1"
"Mmp9",3.17013324123651e-74,8.17015462334398,0.749,0.008,7.96622782190324e-70,"5","Mmp9"
"Srgn2",3.62061763029748e-72,3.65330010100136,0.944,0.286,9.09825004317454e-68,"5","Srgn"
"Cxcr2",8.77570169524644e-71,9.13673035081974,0.723,0.005,2.20524607899848e-66,"5","Cxcr2"
"Il1b1",4.71688134881443e-68,4.83654007113409,0.84,0.125,1.18530511414358e-63,"5","Il1b"
"Tmsb4x1",1.44948126991459e-66,1.34431667325728,1,0.993,3.64240148316838e-62,"5","Tmsb4x"
"Rac21",1.97985057145203e-66,3.05131544370241,0.851,0.176,4.97516650100181e-62,"5","Rac2"
"Cd522",2.81616330212726e-66,2.54505919132503,0.994,0.283,7.07673676191558e-62,"5","Cd52"
"Mxd1",3.88420730165964e-66,4.61458164052874,0.806,0.134,9.76062452834052e-62,"5","Mxd1"
"Actb2",6.56895165512965e-66,1.51134962420399,1,0.994,1.65071186141753e-61,"5","Actb"
"Fcer1g1",7.21380081137058e-66,2.36639371853156,0.973,0.185,1.81275600588931e-61,"5","Fcer1g"
"Ncf11",2.07565882918643e-64,4.35774664987391,0.789,0.093,5.21592307186259e-60,"5","Ncf1"
"Ptprc2",5.5181432376796e-64,2.77474285599997,0.933,0.224,1.38665421419651e-59,"5","Ptprc"
"Prdx51",7.10026830952351e-63,2.5069870845444,0.929,0.627,1.78422642350016e-58,"5","Prdx5"
"Cebpb1",3.07736606449405e-62,3.08842640031884,0.924,0.48,7.73311318346711e-58,"5","Cebpb"
"Trem1",4.55619635884869e-62,7.41072981813766,0.676,0.014,1.14492658301509e-57,"5","Trem1"
"Fxyd51",5.08760809777778e-62,3.07399362272879,0.86,0.215,1.27846503889058e-57,"5","Fxyd5"
"Gmfg2",8.40436474403625e-61,3.22633957425496,0.805,0.161,2.11193281652887e-56,"5","Gmfg"
"Mcl11",9.68550099985099e-61,2.74075360808749,0.931,0.491,2.43386954625255e-56,"5","Mcl1"
"Hp1",2.24414279694589e-60,4.43943271514194,0.769,0.074,5.63930643444534e-56,"5","Hp"
"G0s2",8.13557758051208e-60,6.34898938959449,0.714,0.067,2.04438929020688e-55,"5","G0s2"
"Slpi",1.38277051564354e-59,6.3799439874288,0.649,0.029,3.47476402876065e-55,"5","Slpi"
"Retnlg",1.92691766393765e-59,11.219408743523,0.63,0.01,4.84215139770892e-55,"5","Retnlg"
"Clec4e",2.05907494008213e-59,6.09481088462742,0.645,0.025,5.17424941693239e-55,"5","Clec4e"
"Itgam1",6.8373458587347e-58,4.02950577198986,0.68,0.08,1.71815664084144e-53,"5","Itgam"
"Hdc",1.43920964935059e-57,4.52355864912756,0.737,0.14,3.6165899278531e-53,"5","Hdc"
"Lst11",2.36460931405694e-57,3.26321452962316,0.779,0.119,5.94202674529369e-53,"5","Lst1"
"Pfn12",3.16997774517611e-56,1.7706133889066,0.996,0.806,7.96583707585306e-52,"5","Pfn1"
"Csf3r",9.57236335383472e-55,6.36777043635485,0.631,0.028,2.40543918718513e-50,"5","Csf3r"
"Arpc1b2",1.81509588214305e-54,2.16838420499131,0.902,0.399,4.56115444223726e-50,"5","Arpc1b"
"Gsr1",2.27063537340022e-53,3.43309195814135,0.785,0.236,5.70587962981741e-49,"5","Gsr"
"Cyba2",2.42689866748959e-53,2.0653872770635,0.901,0.308,6.09855366153458e-49,"5","Cyba"
"Arpc22",8.0159419552341e-53,1.64072754226919,0.963,0.727,2.01432605393078e-48,"5","Arpc2"
"Ccr1",2.24347514613136e-52,5.18906959158839,0.609,0.035,5.63762869471348e-48,"5","Ccr1"
"Vasp",2.73628848889872e-52,2.93940362564512,0.737,0.247,6.87601934375361e-48,"5","Vasp"
"Pglyrp1",3.15138623920229e-52,1.92629246707774,0.756,0.106,7.91911848049143e-48,"5","Pglyrp1"
"Tnfaip21",7.77228121645292e-52,4.68567959349137,0.678,0.117,1.95309654688245e-47,"5","Tnfaip2"
"Coro1a2",7.91551017204928e-52,2.32733551845327,0.876,0.224,1.98908855113426e-47,"5","Coro1a"
"Lcn2",8.48913296701427e-52,5.81408473837114,0.594,0.041,2.13323422328102e-47,"5","Lcn2"
"Pygl",9.54277321001235e-52,5.18028621845049,0.637,0.047,2.398003479944e-47,"5","Pygl"
"Spi11",7.67297572089257e-51,2.85999479223486,0.721,0.135,1.92814206890309e-46,"5","Spi1"
"Ncf21",4.80898297007008e-50,3.54620166000607,0.689,0.117,1.20844933054891e-45,"5","Ncf2"
"Slc7a11",1.67806113804888e-49,5.62373490964709,0.596,0.029,4.21679983380303e-45,"5","Slc7a11"
"Wfdc21",8.3433717824795e-49,6.24426899426898,0.568,0.01,2.09660589521927e-44,"5","Wfdc21"
"Il1r2",1.30450213749818e-48,6.62756743308725,0.582,0.016,3.27808342131918e-44,"5","Il1r2"
"Arpc32",2.33804479529012e-48,1.58382303725266,0.935,0.711,5.87527276608454e-44,"5","Arpc3"
"Gnai22",7.06593167533811e-48,1.76013729205808,0.889,0.459,1.77559797069571e-43,"5","Gnai2"
"Mcemp1",1.99426533705785e-47,5.1026597683567,0.605,0.04,5.01138936549267e-43,"5","Mcemp1"
"Lsp11",2.01825629027022e-47,2.50695140403983,0.812,0.178,5.07167623182004e-43,"5","Lsp1"
"Sh3bgrl32",1.82115903044713e-45,1.7699305285762,0.94,0.584,4.57639052761058e-41,"5","Sh3bgrl3"
"Ostf11",7.58392660438795e-45,2.53735284124058,0.806,0.343,1.90576491641665e-40,"5","Ostf1"
"Arhgdib2",1.06310250181312e-44,2.60352240982852,0.809,0.282,2.67147027680618e-40,"5","Arhgdib"
"Pilra",1.05166518804513e-43,5.07309129538194,0.585,0.036,2.6427294510386e-39,"5","Pilra"
"Lyz21",3.95206294395413e-43,1.88107437496222,0.772,0.184,9.93113897186233e-39,"5","Lyz2"
