"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","tissue"
"Acaa2",0.512219654134657,0.0380960423762012,1,1,1,"Acaa2","RM"
"Igip",0.512230469083856,0.0756189822418456,1,0.333,1,"Igip","RM"
"Gm11273",0.512338951972053,0.0825499961044742,1,0.333,1,"Gm11273","RM"
"Dhx40",0.512451978029813,0.217977386207412,1,1,1,"Dhx40","RM"
"Zfp653",0.512955800032585,-0.0365994148541668,1,1,1,"Zfp653","RM"
"Slc31a1",0.513047714237239,0.146842837775555,1,0.667,1,"Slc31a1","RM"
"Irf2bpl",0.51322677910885,0.0163894864111702,1,1,1,"Irf2bpl","RM"
"Ovca2",0.513291384361793,-0.0341748617315181,1,0.333,1,"Ovca2","RM"
"Baiap2",0.513497644671871,0.151056363396375,1,0.667,1,"Baiap2","RM"
"Ehmt1",0.513625437656539,0.000152996143077566,1,1,1,"Ehmt1","RM"
"Ap5z1",0.513898618008711,0.109906138696339,1,0.667,1,"Ap5z1","RM"
"Wdr46",0.513972269512581,0.18373657244135,1,1,1,"Wdr46","RM"
"Hibch",0.514277307046962,-0.00670887526314157,1,1,1,"Hibch","RM"
"Rps6ka1",0.514328225367115,0.253398525022054,1,1,1,"Rps6ka1","RM"
"Cog5",0.51443123045341,7.87891580128486e-05,1,1,1,"Cog5","RM"
"Zfhx2",0.514464120995592,0.181358589502988,1,0.667,1,"Zfhx2","RM"
"Sec16a",0.514821777320748,-0.0102723487329908,1,1,1,"Sec16a","RM"
"Smurf2",0.514922325077443,0.199700507055642,1,1,1,"Smurf2","RM"
"Gid8",0.515115331660082,0.285615829400241,1,1,1,"Gid8","RM"
"Kansl1",0.5157226913749,0.26881935347394,1,1,1,"Kansl1","RM"
"Mtfmt",0.515798586064623,0.156121870273687,1,1,1,"Mtfmt","RM"
"Gm17477",0.516062640444573,-0.0325593040491534,1,0.667,1,"Gm17477","RM"
"Smg5",0.516517997154415,-0.0242644468641332,1,1,1,"Smg5","RM"
"Zdhhc12",0.51654838701461,0.149173395551813,1,1,1,"Zdhhc12","RM"
"Carnmt1",0.516580057434762,0.258310707636483,1,1,1,"Carnmt1","RM"
"Mcee",0.516694323976675,-0.0393268288113335,1,1,1,"Mcee","RM"
"5031425F14Rik",0.516711626600049,-0.0332877819496369,1,0.333,1,"5031425F14Rik","RM"
"AI467606",0.516829270879648,0.267891635331788,1,1,1,"AI467606","RM"
"Tmem203",0.516883832567949,0.209102600075324,1,1,1,"Tmem203","RM"
"Erp29",0.516921955746199,0.27225529222744,1,1,1,"Erp29","RM"
"Ly6k",0.516944267015913,0.099056011372783,0.667,0,1,"Ly6k","RM"
"Fam76a",0.51705824928164,0.0211462688414352,1,1,1,"Fam76a","RM"
"Adprhl2",0.517061857739465,-0.00793021055093213,1,1,1,"Adprhl2","RM"
"Relch",0.517089537936239,0.00805801678200158,1,1,1,"Relch","RM"
"Nenf",0.517167977469055,-0.0190151125869145,1,0.667,1,"Nenf","RM"
"Atxn3",0.517278197586059,0.145125948286556,1,1,1,"Atxn3","RM"
"Pyroxd1",0.517365282574103,-0.0155566380832701,1,1,1,"Pyroxd1","RM"
"Phf23",0.517377068180054,-0.0188686388259973,1,1,1,"Phf23","RM"
"Mettl27",0.517531833699228,-0.0307027854851145,1,1,1,"Mettl27","RM"
"Mrpl12",0.517684309096683,0.265900993337815,1,1,1,"Mrpl12","RM"
"Ppcs",0.517740324321837,0.165377370280449,1,1,1,"Ppcs","RM"
"Vps35",0.517804560372408,0.0254608141214815,1,1,1,"Vps35","RM"
"AU041133",0.517920543361755,-0.0294871173884159,1,1,1,"AU041133","RM"
"Rpn2",0.518023420907368,0.0604267073727881,1,1,1,"Rpn2","RM"
"Tmem70",0.518108545168166,0.211275814958935,1,1,1,"Tmem70","RM"
"U2af2",0.518144789969151,0.246906489152644,1,1,1,"U2af2","RM"
"Ggps1",0.518361437905912,-0.0179284627877521,1,1,1,"Ggps1","RM"
"Gm46218",0.518439347499466,0.0769575194610226,1,0,1,"Gm46218","RM"
"Gin1",0.518750557088282,-0.00526816403521047,1,1,1,"Gin1","RM"
"Gm11696",0.518767095591081,-0.0321837939427787,1,0.667,1,"Gm11696","RM"
"Scoc",0.518908495903436,-0.0135557417900336,1,0.667,1,"Scoc","RM"
"Tnks",0.519196720718882,0.182998444450419,1,1,1,"Tnks","RM"
"Golga7",0.519217850717571,0.238120621713119,1,1,1,"Golga7","RM"
"Tbc1d17",0.519308066747042,-0.0187033858917067,1,1,1,"Tbc1d17","RM"
"Zfp866",0.519368534468938,0.123139213784174,1,0.667,1,"Zfp866","RM"
"Nrp2",0.519477462589605,-0.048552355733392,0.667,0.333,1,"Nrp2","RM"
"Nek7",0.519829796682238,0.0428590849263545,1,1,1,"Nek7","RM"
"Gale",0.519861797511574,0.11551240195394,1,0.333,1,"Gale","RM"
"Lrp6",0.520039704229312,-0.0159126636864179,1,1,1,"Lrp6","RM"
"Trim27",0.520041181273069,0.233248166012539,1,1,1,"Trim27","RM"
"Commd7",0.520063974009523,0.0705359377801291,1,1,1,"Commd7","RM"
"Tet1",0.520174234889018,0.0815994573059966,1,0.333,1,"Tet1","RM"
"G6pc3",0.520190419665482,0.135483843350572,1,0.667,1,"G6pc3","RM"
"Pkib",0.520452748586448,0.0745875427602785,1,0,1,"Pkib","RM"
"Gm17249",0.520452748586448,0.0745875427602785,1,0,1,"Gm17249","RM"
"Gm49864",0.520452748586448,0.0745875427602785,1,0,1,"Gm49864","RM"
"Prdm16",0.520939274644829,0.0606185640329708,1,0.333,1,"Prdm16","RM"
"Moap1",0.520947054128705,-0.0363321949794504,1,0.333,1,"Moap1","RM"
"Zxdc",0.521037365585868,0.142243727019881,1,1,1,"Zxdc","RM"
"Apeh",0.521042058797077,0.207584892036848,1,1,1,"Apeh","RM"
"Rsbn1",0.521070118119024,0.0352746422670022,1,1,1,"Rsbn1","RM"
"Trappc12",0.52120108391349,-0.0151697490846153,1,1,1,"Trappc12","RM"
"Zbtb49",0.521363794253646,0.0742520748978277,1,0.333,1,"Zbtb49","RM"
"Zfp628",0.521737102363117,-0.0274738676499229,1,1,1,"Zfp628","RM"
"Vrk3",0.521889167599913,-0.0261443775931098,1,1,1,"Vrk3","RM"
"E230001N04Rik",0.521948213759348,0.120039758526852,1,0.667,1,"E230001N04Rik","RM"
"Hprt",0.522045819710819,0.266253589384287,1,1,1,"Hprt","RM"
"Gm9888",0.522073238999559,-0.0444275058099275,1,0.333,1,"Gm9888","RM"
"Ntmt1",0.52233042711507,0.149078617442048,1,0.667,1,"Ntmt1","RM"
"Dcun1d1",0.522929111964748,0.219584196532888,1,1,1,"Dcun1d1","RM"
"Eif3l",0.522997937690548,0.362094782168286,1,1,1,"Eif3l","RM"
"Dpp7",0.523289111945456,0.0712097717697393,1,0,1,"Dpp7","RM"
"Zfp518b",0.523289111945456,0.0712097717697393,1,0,1,"Zfp518b","RM"
"Zfp963",0.523289111945456,0.0712097717697393,1,0,1,"Zfp963","RM"
"Tssk6",0.523289111945456,0.0712097717697393,1,0,1,"Tssk6","RM"
"Homer3",0.523289111945456,0.0712097717697393,1,0,1,"Homer3","RM"
"Neurl1b",0.523289111945456,0.0712097717697393,1,0,1,"Neurl1b","RM"
"Abt1",0.523552142395412,0.212303033210306,1,1,1,"Abt1","RM"
"Gm12534",0.5235984595215,0.074414464968227,1,0,1,"Gm12534","RM"
"Gm43774",0.5235984595215,0.074414464968227,1,0,1,"Gm43774","RM"
"Ccdc86",0.523863259059815,-0.00901238594827736,1,1,1,"Ccdc86","RM"
"Ddx39b",0.523966889230322,0.28335098769855,1,1,1,"Ddx39b","RM"
"Suds3",0.524115712840549,0.0572974975920973,1,1,1,"Suds3","RM"
"Rrnad1",0.524133797564615,0.164659485235867,1,0.667,1,"Rrnad1","RM"
"Slc11a2",0.524221231628009,0.187833465205281,1,1,1,"Slc11a2","RM"
"Usp24",0.524254092721571,0.223522667697221,1,1,1,"Usp24","RM"
"Gigyf2",0.524297589444806,0.246350585666597,1,1,1,"Gigyf2","RM"
"Psmb3",0.524333705358429,0.141910783689989,1,1,1,"Psmb3","RM"
"Trerf1",0.524402913923681,0.169716885754812,1,1,1,"Trerf1","RM"
"Acsbg1",0.524672367109017,0.0102572471995004,1,1,1,"Acsbg1","RM"
"Slc37a4",0.524683733771442,0.104269734816595,1,0.667,1,"Slc37a4","RM"
"Ica1l",0.524691614355078,0.07138323442784,1,0,1,"Ica1l","RM"
"Trim24",0.524965210145114,-0.0489728876107985,1,1,1,"Trim24","RM"
"Ppip5k1",0.524984839844186,0.0948185682733045,1,0.667,1,"Ppip5k1","RM"
"Dolpp1",0.525039583774101,-0.0293979868527408,1,1,1,"Dolpp1","RM"
"Gm43254",0.525090191867391,0.0728394666539043,1,0,1,"Gm43254","RM"
"Polm",0.525145254076278,0.129227990692666,1,0.667,1,"Polm","RM"
"Ufl1",0.525379641569474,-0.0627452155647182,1,1,1,"Ufl1","RM"
"Gm11613",0.525550669068719,-0.0311048881527058,1,0.333,1,"Gm11613","RM"
"Dynlrb1",0.525956518345592,0.0976461326549004,1,1,1,"Dynlrb1","RM"
"Eps8",0.525996238822256,-0.0378161728779605,1,0.333,1,"Eps8","RM"
"Rce1",0.526075034031028,0.0116459410169322,1,1,1,"Rce1","RM"
"Casp7",0.526130845824071,0.164175649157,1,1,1,"Casp7","RM"
"Mrpl53",0.526144359789949,-0.0259593589737349,1,1,1,"Mrpl53","RM"
"Fbxo38",0.526286413037253,0.164818696554512,1,1,1,"Fbxo38","RM"
"Susd3",0.526333884921618,0.017535928899114,1,1,1,"Susd3","RM"
"Agfg2",0.526736840304194,0.0135028938955279,1,1,1,"Agfg2","RM"
"D17H6S53E",0.526746262854004,0.110687937525761,1,0.333,1,"D17H6S53E","RM"
"Cog4",0.526839670120457,0.182037528066406,1,1,1,"Cog4","RM"
"Dennd2d",0.526912786830781,0.211599023343238,1,1,1,"Dennd2d","RM"
"Dgat2",0.527143848872042,-0.0325832514662199,1,0.333,1,"Dgat2","RM"
"Zbed5",0.527226503291946,0.0741047687229108,1,0,1,"Zbed5","RM"
"Slc24a1",0.527226503291946,0.0741047687229108,1,0,1,"Slc24a1","RM"
"Tent2",0.527714255815791,0.0101851149942052,1,1,1,"Tent2","RM"
"Dstyk",0.527802475657195,0.121941164310817,1,1,1,"Dstyk","RM"
"4930524O07Rik",0.527842319211165,0.0710362882528217,1,0,1,"4930524O07Rik","RM"
"Myo19",0.527976503203084,0.0719564470885743,1,0,1,"Myo19","RM"
"Spryd7",0.528142084367412,-0.0116506215885805,1,1,1,"Spryd7","RM"
"Armc5",0.528196487435591,-0.0382173277852471,1,1,1,"Armc5","RM"
"Pfkfb1",0.528198522839983,0.076077017575827,1,0,1,"Pfkfb1","RM"
"Sypl",0.528211318436873,0.202298166145139,1,1,1,"Sypl","RM"
"Zfp703",0.528315643956249,-0.014192310442425,1,1,1,"Zfp703","RM"
"Snu13",0.528397932670122,0.275501097164457,1,1,1,"Snu13","RM"
"Xiap",0.528441232694034,0.248285488416061,1,1,1,"Xiap","RM"
"Gne",0.528495134557375,-0.0382508541172533,1,0.667,1,"Gne","RM"
"Eps8l1",0.529142545801184,0.131633026606098,1,0.667,1,"Eps8l1","RM"
"Elmo2",0.529527360185834,0.16160699355755,1,0.667,1,"Elmo2","RM"
"Nudt18",0.52954248750361,0.00117079870244097,1,1,1,"Nudt18","RM"
"Pan2",0.529630093894991,0.124114552218669,1,0.667,1,"Pan2","RM"
"Ddx43",0.52966472493047,-0.0302926391831393,1,0.667,1,"Ddx43","RM"
"Zfp384",0.529962481954594,-0.0137035142645499,1,1,1,"Zfp384","RM"
"Rpusd2",0.530196938823377,0.0742413664098209,1,0,1,"Rpusd2","RM"
"Jazf1",0.530196938823377,0.0742413664098209,1,0,1,"Jazf1","RM"
"Nap1l4",0.530469693799204,0.0934067323001052,1,1,1,"Nap1l4","RM"
"Prmt7",0.53054736772459,-0.0117588087113734,1,1,1,"Prmt7","RM"
"Pggt1b",0.530639901244489,0.211772089002629,1,1,1,"Pggt1b","RM"
"Coa7",0.530736687183867,0.169611959141425,1,1,1,"Coa7","RM"
"Tox2",0.53140117453406,-0.0308740251575068,1,0.667,1,"Tox2","RM"
"St13",0.531411718358306,0.0569109556067083,1,1,1,"St13","RM"
"Smim4",0.531476129555509,0.0528398924354483,1,1,1,"Smim4","RM"
"Fads1",0.531480554192917,0.0697189659334199,1,0.333,1,"Fads1","RM"
"Lsm7",0.531763399432319,0.245905985882514,1,1,1,"Lsm7","RM"
"Gm28229",0.531897686840719,0.0751066515881194,1,0,1,"Gm28229","RM"
"Cdc42bpb",0.531897686840719,0.0751066515881194,1,0,1,"Cdc42bpb","RM"
"Sf1",0.531927578217223,0.0559290489410216,1,1,1,"Sf1","RM"
"Kmt5a",0.532034135624814,0.262526770079005,1,1,1,"Kmt5a","RM"
"Alg1",0.532163017576884,-0.0215797458016203,1,1,1,"Alg1","RM"
"Neto2",0.532206868935593,0.0715566762321387,1,0,1,"Neto2","RM"
"Gm33460",0.532206868935593,0.0715566762321387,1,0,1,"Gm33460","RM"
"Hexim2",0.532206868935593,0.0715566762321387,1,0,1,"Hexim2","RM"
"Twnk",0.532221753123009,0.0979723188387163,1,0.667,1,"Twnk","RM"
"Mgmt",0.532295447199,-0.0356925540473716,1,0.667,1,"Mgmt","RM"
"Slc39a13",0.532520278217922,0.0742674493317572,1,0.333,1,"Slc39a13","RM"
"Gnl1",0.532524056466548,0.213521901953952,1,1,1,"Gnl1","RM"
"Slc33a1",0.532755540200366,0.119555427705271,1,0.667,1,"Slc33a1","RM"
"Slc25a15",0.532933059557044,-0.0297250671051839,1,0.333,1,"Slc25a15","RM"
"Dlat",0.533075621623213,-0.00690048262254617,1,1,1,"Dlat","RM"
"Gm16094",0.533313302109615,-0.0277754417256448,0.667,0.333,1,"Gm16094","RM"
"Insig1",0.53355213357098,0.0133184158456072,1,1,1,"Insig1","RM"
"Impdh2",0.533585165118075,0.0672124116348194,1,1,1,"Impdh2","RM"
"Gtse1",0.533750052556051,0.0815569857671226,1,0.333,1,"Gtse1","RM"
"P2ry14",0.533784472723412,0.118523883162982,1,0.667,1,"P2ry14","RM"
"Phf6",0.533931772217061,0.267658474305129,1,1,1,"Phf6","RM"
"Gm20663",0.534018458587163,0.0721298199986751,1,0,1,"Gm20663","RM"
"B3gnt5",0.534074071707504,0.114873322380085,1,0.667,1,"B3gnt5","RM"
"Adh7",0.534128055952097,-0.0324302794490545,1,0.667,1,"Adh7","RM"
"Elp6",0.534186178650741,0.108679953586674,1,0.667,1,"Elp6","RM"
"Dnajc4",0.53425318174193,0.00699147416445223,1,1,1,"Dnajc4","RM"
"Chtf8",0.534399731345088,-0.033066886633033,1,0.667,1,"Chtf8","RM"
"Golga4",0.534400744526361,0.0647546275302415,1,1,1,"Golga4","RM"
"Epm2aip1",0.534460846187516,0.000361217072627595,1,1,1,"Epm2aip1","RM"
"Ndufs2",0.534473694975177,0.0678716870392514,1,1,1,"Ndufs2","RM"
"Zfp41",0.534483399730678,0.0769687653097804,1,0.333,1,"Zfp41","RM"
"Acsf3",0.534517292917436,0.083739415695065,1,0.333,1,"Acsf3","RM"
"Pde7b",0.534623839532373,-0.144631843502472,0.333,0.333,1,"Pde7b","RM"
"Tasor2",0.534678074446136,0.234220723778585,1,1,1,"Tasor2","RM"
"Zdhhc18",0.534806830653715,0.266254056828395,1,1,1,"Zdhhc18","RM"
"Gypc",0.535003275599826,-0.0230518857605548,1,1,1,"Gypc","RM"
"Haus3",0.535114881187779,0.231169995438235,1,1,1,"Haus3","RM"
"6330403K07Rik",0.535126592308772,-0.0328350710465855,1,0.333,1,"6330403K07Rik","RM"
"Cetn3",0.535206377908946,0.0667987002720563,1,1,1,"Cetn3","RM"
"Thap4",0.535313679980248,0.118171352102928,1,1,1,"Thap4","RM"
"Serf1",0.535355334863147,0.0876075446242377,1,0.333,1,"Serf1","RM"
"Flt3l",0.535473584284435,0.239353872472407,1,1,1,"Flt3l","RM"
"Eme2",0.535640514168515,0.0708771641008894,1,0.333,1,"Eme2","RM"
"Kif24",0.535861172867605,0.0748134448244653,1,0,1,"Kif24","RM"
"Taf8",0.535917502131913,-0.0205581079035764,1,1,1,"Taf8","RM"
"Sdf2",0.535949711823153,0.0195365496156782,1,1,1,"Sdf2","RM"
"Aimp2",0.535960150635837,0.194008121876652,1,1,1,"Aimp2","RM"
"Tpm2",0.536189351575725,-0.0404896943968991,0.667,0.333,1,"Tpm2","RM"
"Ccnc",0.536736702012023,0.19134326453404,1,1,1,"Ccnc","RM"
"Stau1",0.536855225423537,-0.0221163088964185,1,1,1,"Stau1","RM"
"Wwox",0.536901206641958,0.10992420288029,1,0.667,1,"Wwox","RM"
"Gm21781",0.536913117793297,0.0517931617299274,1,0.333,1,"Gm21781","RM"
"Pde11a",0.537137625873049,0.0717830533412362,1,0,1,"Pde11a","RM"
"Ttn",0.537137625873049,0.0717830533412362,1,0,1,"Ttn","RM"
"Runx2os2",0.537137625873049,0.0717830533412362,1,0,1,"Runx2os2","RM"
"St3gal5",0.537200193338337,0.0699785532529924,1,0,1,"St3gal5","RM"
"Cptp",0.53753139055128,0.0790764897058696,1,0.333,1,"Cptp","RM"
"Ublcp1",0.537948430628441,0.187722397114368,1,1,1,"Ublcp1","RM"
"Slc35e4",0.537960756103593,-0.0299397712596907,1,0.333,1,"Slc35e4","RM"
"Zfand2b",0.537993281604215,0.198171787542992,1,1,1,"Zfand2b","RM"
"Rnf26",0.538099475707157,0.166965960380382,1,0.333,1,"Rnf26","RM"
"Brap",0.538131292665665,0.233919055424576,1,1,1,"Brap","RM"
"BC055324",0.538514317210596,0.0708627838720699,1,0,1,"BC055324","RM"
"Slc10a1",0.538514317210596,0.0708627838720699,1,0,1,"Slc10a1","RM"
"Actg2",0.538830405510542,0.0698049216104202,1,0,1,"Actg2","RM"
"Zfp784",0.538830405510542,0.0698049216104202,1,0,1,"Zfp784","RM"
"Jrk",0.538830405510542,0.0698049216104202,1,0,1,"Jrk","RM"
"Nxt2",0.53899740382002,-0.0310037545513677,1,0.667,1,"Nxt2","RM"
"Zcchc8",0.539014925972214,0.00437556857338905,1,1,1,"Zcchc8","RM"
"Ppp3cb",0.539022403032172,0.0388603293853371,1,1,1,"Ppp3cb","RM"
"Tubd1",0.539049819467984,0.0770542131943761,1,0.333,1,"Tubd1","RM"
"Zfp623",0.539174966140075,-0.0336346145736368,1,0.333,1,"Zfp623","RM"
"Nfkb1",0.539261936905506,0.117020016320913,1,1,1,"Nfkb1","RM"
"Prmt6",0.539434746449302,0.116974099700639,1,1,1,"Prmt6","RM"
"Nf2",0.539482174987896,0.167479695320486,1,1,1,"Nf2","RM"
"Wipf2",0.539838285008667,0.188351800058685,1,1,1,"Wipf2","RM"
"Kpna1",0.539856602978798,0.0402568348394409,1,1,1,"Kpna1","RM"
"Zfp933",0.540194737924704,-0.0353814881343524,1,1,1,"Zfp933","RM"
"Ppp1r12b",0.540441591033884,-0.0127805696923804,1,0.667,1,"Ppp1r12b","RM"
"9930012K11Rik",0.540541778574738,-0.0309443461711851,1,0.667,1,"9930012K11Rik","RM"
"Pigc",0.540752066157744,0.132354357406822,1,0.667,1,"Pigc","RM"
"Chid1",0.540954640923687,0.123716486331886,1,0.667,1,"Chid1","RM"
"Rin3",0.54122764346416,0.191355257253898,1,1,1,"Rin3","RM"
"Parp4",0.541289272426067,0.253987096369475,1,1,1,"Parp4","RM"
"P3h4",0.541309249850618,-0.0359875231775844,1,0.333,1,"P3h4","RM"
"Jagn1",0.541367666216853,0.194150473852232,1,1,1,"Jagn1","RM"
"Ncoa5",0.541796404894733,-0.0241728302546025,1,1,1,"Ncoa5","RM"
"Uggt1",0.541949307300199,0.255503561378383,1,1,1,"Uggt1","RM"
"4930563E22Rik",0.542145038976983,-0.0326639014513059,1,0.667,1,"4930563E22Rik","RM"
"Ddx25",0.542162832212101,-0.046355874914016,0.667,0.333,1,"Ddx25","RM"
"Txlng",0.542410875373343,0.214764787455308,1,0.667,1,"Txlng","RM"
"Spata1",0.542486994151168,0.0739982229395268,1,0.333,1,"Spata1","RM"
"Mtpn",0.542890653560294,0.105353978337382,1,1,1,"Mtpn","RM"
"Dennd5a",0.542983206057579,-0.00387375385760869,1,1,1,"Dennd5a","RM"
"Agpat5",0.543280356725957,0.0339396317822085,1,1,1,"Agpat5","RM"
"Nlrx1",0.543441245204649,0.0751925215480285,1,0.333,1,"Nlrx1","RM"
"Tmem189",0.543724847677177,0.211378398023418,1,1,1,"Tmem189","RM"
"Gm5141",0.544067986275439,-0.0303055289490792,1,0.667,1,"Gm5141","RM"
"Ift57",0.544085439931214,-0.0364311386775407,1,1,1,"Ift57","RM"
"Slc16a3",0.544179802995351,0.124100385581971,1,0.667,1,"Slc16a3","RM"
"Ncf1",0.544212603625482,0.110287511811652,1,0.667,1,"Ncf1","RM"
"Exoc3l",0.544250807747501,-0.0233506292842496,0.667,0.333,1,"Exoc3l","RM"
"Git1",0.544338591794632,-0.0084388091105132,1,1,1,"Git1","RM"
"Gm30373",0.544380597876234,0.05690928825048,1,0.333,1,"Gm30373","RM"
"Prr5",0.544380597876234,0.05690928825048,1,0.333,1,"Prr5","RM"
"Csprs",0.544624457041349,0.0752796463645562,1,0,1,"Csprs","RM"
"Zbtb39",0.545033137476996,0.0516227192725132,1,0.333,1,"Zbtb39","RM"
"Spata6",0.545157982268469,0.012318581112666,1,1,1,"Spata6","RM"
"Cops7a",0.545311952172336,0.00677831710231858,1,1,1,"Cops7a","RM"
"E130317F20Rik",0.545353805526336,-0.0393953192211636,1,0.667,1,"E130317F20Rik","RM"
"Cdc123",0.545548327948985,0.253878351425919,1,1,1,"Cdc123","RM"
"Tmed5",0.545583586676831,0.289064048316524,1,1,1,"Tmed5","RM"
"Padi2",0.545698665057919,0.00838555628870585,1,1,1,"Padi2","RM"
"Terf1",0.545815634820057,0.274399362159255,1,1,1,"Terf1","RM"
"Zfp612",0.546132775256293,-0.0356360943319509,1,0.333,1,"Zfp612","RM"
"Tada3",0.546376832541918,0.00883826450759839,1,1,1,"Tada3","RM"
"Dctn2",0.547024063089795,0.0233804351162595,1,1,1,"Dctn2","RM"
"Gm5106",0.547261737091829,0.0738787556558718,1,0,1,"Gm5106","RM"
"Ccl27a",0.547266869090898,0.0742778836704792,1,0,1,"Ccl27a","RM"
"Dap3",0.547286664422969,0.2310257117562,1,1,1,"Dap3","RM"
"3110056K07Rik",0.547462051980627,0.199824012546276,1,1,1,"3110056K07Rik","RM"
"E130311K13Rik",0.547474523063841,0.102727035491503,1,0.667,1,"E130311K13Rik","RM"
"Adam10",0.547654797533053,0.0537073634365957,1,1,1,"Adam10","RM"
"Rasd1",0.547659098534814,0.0701521640011142,1,0,1,"Rasd1","RM"
"Ica1",0.547724426831602,-0.0275042559560672,1,0.333,1,"Ica1","RM"
"Slc26a6",0.547724426831602,-0.0275042559560672,1,0.333,1,"Slc26a6","RM"
"Fgd2",0.547724426831602,-0.0275042559560672,1,0.333,1,"Fgd2","RM"
"Plce1",0.547724426831602,-0.0275042559560672,1,0.333,1,"Plce1","RM"
"Myo5a",0.547773251746723,-0.0270988526635945,1,1,1,"Myo5a","RM"
"Tor4a",0.54779299213457,-0.0193155848690922,1,0.667,1,"Tor4a","RM"
"Fryl",0.548067921035284,0.0628115741598342,1,1,1,"Fryl","RM"
"Inafm2",0.548529105066243,-0.0311304419579925,1,1,1,"Inafm2","RM"
"Rap2a",0.548641499621124,0.167252901912501,1,1,1,"Rap2a","RM"
"Zfp267",0.548696296267852,0.0730011361633691,1,0.333,1,"Zfp267","RM"
"Rbm19",0.548725661485921,0.158284188436911,1,0.667,1,"Rbm19","RM"
"Chm",0.548768638518763,0.00856849529825343,1,1,1,"Chm","RM"
"2010109A12Rik",0.548867299321338,0.0754809443935922,1,0.333,1,"2010109A12Rik","RM"
"Acta2",0.548974933035666,0.100056779105595,0.667,0,1,"Acta2","RM"
"Pex14",0.549002195557023,-0.00558132052955174,1,1,1,"Pex14","RM"
"Scand1",0.54910999628826,0.121831068009855,1,1,1,"Scand1","RM"
"Klf10",0.54946783691069,0.172499440168573,1,1,1,"Klf10","RM"
"Zscan20",0.549636030716598,-0.0316359076619419,1,0.333,1,"Zscan20","RM"
"Gprc5a",0.549636030716598,-0.0316359076619419,1,0.333,1,"Gprc5a","RM"
"Gm6710",0.549709192239269,-0.0291096060720897,1,0.667,1,"Gm6710","RM"
"Sod1",0.549722193332433,0.253883967901303,1,1,1,"Sod1","RM"
"Rbm42",0.549895543264815,0.333285573703547,1,1,1,"Rbm42","RM"
"Lrrc45",0.549934183855316,0.127857655582066,1,0.667,1,"Lrrc45","RM"
"Gm20300",0.550068216560296,0.086009113720704,1,0.667,1,"Gm20300","RM"
"Slc25a32",0.550422068232984,0.164054487872598,1,0.667,1,"Slc25a32","RM"
"Mxi1",0.550504445188436,0.174901644525193,1,1,1,"Mxi1","RM"
"A930006K02Rik",0.550665514820376,0.00120187694378826,1,1,1,"A930006K02Rik","RM"
"Samd9l",0.550834004177268,0.323021339877438,1,1,1,"Samd9l","RM"
"Slc9a1",0.551148918431423,0.149535751521529,1,1,1,"Slc9a1","RM"
"Hmg20a",0.551157319839872,0.00148765029046871,1,1,1,"Hmg20a","RM"
"Gm22146",0.551412891013991,0.087932130509971,1,0.333,1,"Gm22146","RM"
"Zfp3",0.551584517881546,0.0666953174267397,1,0.333,1,"Zfp3","RM"
"Elovl7",0.551605437288013,0.0683963766418016,1,0.333,1,"Elovl7","RM"
"Dlg4",0.551874520874702,0.0942467833319975,1,0.667,1,"Dlg4","RM"
"Gamt",0.551977356163422,-0.0380336596906421,0.667,0.333,1,"Gamt","RM"
"Slc39a10",0.552389161181366,-0.0185047704663213,1,1,1,"Slc39a10","RM"
"Plekhm1",0.552435605092972,0.126985358515208,1,1,1,"Plekhm1","RM"
"Chtop",0.552491737555712,0.259176279041306,1,1,1,"Chtop","RM"
"Elmsan1",0.552497222972559,-0.00199170182720509,1,1,1,"Elmsan1","RM"
"1700001O22Rik",0.552553666986074,0.0696312690683685,1,0,1,"1700001O22Rik","RM"
"Gm16283",0.552553666986074,0.0696312690683685,1,0,1,"Gm16283","RM"
"Gm14718",0.552553666986074,0.0696312690683685,1,0,1,"Gm14718","RM"
"Ecsit",0.552667094651732,0.188070706605061,1,1,1,"Ecsit","RM"
"Tlnrd1",0.55287508027643,0.151747294430241,1,1,1,"Tlnrd1","RM"
"Ypel1",0.552932478822807,-0.0227915807332664,1,0.667,1,"Ypel1","RM"
"Gm17300",0.553222109453585,0.0678240738666707,1,0,1,"Gm17300","RM"
"E130208F15Rik",0.553222109453585,0.0678240738666707,1,0,1,"E130208F15Rik","RM"
"Atxn7l1os1",0.553222109453585,0.0678240738666707,1,0,1,"Atxn7l1os1","RM"
"Ankrd26",0.553325204505516,0.18399278802811,1,1,1,"Ankrd26","RM"
"Scimp",0.553586123290278,0.0737776837822919,1,0.333,1,"Scimp","RM"
"Ifitm2",0.553622436859653,0.0056077130528101,1,1,1,"Ifitm2","RM"
"Il2ra",0.55376881996953,0.0687700856952689,1,1,1,"Il2ra","RM"
"Taf5l",0.554173370147157,0.171894454579262,1,1,1,"Taf5l","RM"
"Gm50232",0.554256573958147,0.0739415490945483,1,0.333,1,"Gm50232","RM"
"Klhl2",0.554298618111181,-0.0119300339492023,1,1,1,"Klhl2","RM"
"0610010F05Rik",0.554363633196181,0.116788890954712,1,0.667,1,"0610010F05Rik","RM"
"Cars",0.554706978727863,0.133811925578494,1,1,1,"Cars","RM"
"Mylip",0.554810383454554,0.0256792250502045,1,1,1,"Mylip","RM"
