"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","tissue"
"Rps3",0.000429988792122383,-0.034885619181483,1,1,1,"Rps3","RM"
"Nup43",0.000430359874063824,0.48082027436752,1,0,1,"Nup43","RM"
"Emc8",0.000435442572865335,0.759755165534605,1,1,1,"Emc8","RM"
"Gtf2ird1",0.000437615169942622,-0.541070705682641,1,1,1,"Gtf2ird1","RM"
"Ddx10",0.000440514309477612,0.753749793649357,1,1,1,"Ddx10","RM"
"Nol7",0.000440666342303847,-0.175383470811915,1,1,1,"Nol7","RM"
"Serp2",0.000443264253835558,0.756249784175974,1,0.333,1,"Serp2","RM"
"Hsp90ab1",0.00044357036265588,-0.0157046138698895,1,1,1,"Hsp90ab1","RM"
"Zcchc7",0.000446470286801954,-0.3093631125727,1,1,1,"Zcchc7","RM"
"Tcrg-C4",0.000448056242818294,-0.509199352339156,1,1,1,"Tcrg-C4","RM"
"Cdkn3",0.00045033790306802,0.785787605320424,1,0.333,1,"Cdkn3","RM"
"Fcgrt",0.000450403657928311,0.466199783314144,1,0,1,"Fcgrt","RM"
"Ubxn1",0.000456629531660291,-0.188730721842328,1,1,1,"Ubxn1","RM"
"Clcn3",0.00045891490846425,-0.316922574736016,1,1,1,"Clcn3","RM"
"Rabgap1l",0.0004628000323494,-0.307017377382936,1,1,1,"Rabgap1l","RM"
"P2ry1",0.000462859925897842,-0.269440950491378,0.667,0.667,1,"P2ry1","RM"
"Smim24",0.000468220463833255,0.482983670408649,1,0,1,"Smim24","RM"
"Dtx3l",0.00046828768245285,0.866537404261248,1,1,1,"Dtx3l","RM"
"Brip1",0.000471314296319299,0.483664396261521,1,0,1,"Brip1","RM"
"Eif3h",0.000476350893453798,-0.0877671090937659,1,1,1,"Eif3h","RM"
"Atp6v1f",0.000478105419946867,-0.13954443683764,1,1,1,"Atp6v1f","RM"
"Coa3",0.000479559809093476,-0.304780582815587,1,1,1,"Coa3","RM"
"Ubl3",0.00048089433756735,-0.311837224061784,1,1,1,"Ubl3","RM"
"Nudt5",0.000480991734804157,0.761999305233823,1,0.667,1,"Nudt5","RM"
"Kif1bp",0.000483977015909527,0.459058286878692,1,0,1,"Kif1bp","RM"
"Hspb1",0.00048495683334047,-0.321773315218861,1,1,1,"Hspb1","RM"
"Phf3",0.000484996519033817,-0.261921773242232,1,1,1,"Phf3","RM"
"Ykt6",0.000488009600371528,0.738103722665718,1,1,1,"Ykt6","RM"
"H2-Q10",0.000490273804806114,0.752301626279585,1,0.667,1,"H2-Q10","RM"
"Slirp",0.000494792856397685,0.766958400827398,1,1,1,"Slirp","RM"
"Ndufa3",0.000501530681888789,-0.383546401744905,1,1,1,"Ndufa3","RM"
"Panx1",0.000504015746728017,0.740206532427275,1,0.667,1,"Panx1","RM"
"Smim14",0.000504146689151283,-0.355626947028838,1,1,1,"Smim14","RM"
"Aim2",0.000505124446346506,0.746302058268593,1,1,1,"Aim2","RM"
"Prrt1",0.000505699636535364,-0.430472672549267,1,1,1,"Prrt1","RM"
"Ifi203",0.000511370204367493,0.87180965710449,1,1,1,"Ifi203","RM"
"Asb2",0.000517772425513294,-0.430947779210398,1,1,1,"Asb2","RM"
"Cdc6",0.000518616066001075,0.48138242735594,1,0,1,"Cdc6","RM"
"Hps5",0.000528374822566397,0.462037497126806,1,0,1,"Hps5","RM"
"Rap1b",0.000528403010453277,0.617609198083315,1,1,1,"Rap1b","RM"
"Jag1",0.000529737356858124,-0.364561829268073,1,1,1,"Jag1","RM"
"Ifih1",0.000530984175606861,0.985959261785805,1,0.333,1,"Ifih1","RM"
"Gm2000",0.000531638292585211,0.762116422163624,1,1,1,"Gm2000","RM"
"Mdp1",0.000534165893680546,0.733568874131299,1,1,1,"Mdp1","RM"
"Qser1",0.000537052162576069,-0.315550823377632,1,1,1,"Qser1","RM"
"Sept6",0.000537066688423659,0.646516249087641,1,1,1,"Sept6","RM"
"Tcim",0.00053772347041129,-0.268231949002953,1,0.667,1,"Tcim","RM"
"Med13l",0.000539501987776282,-0.433236891116486,1,1,1,"Med13l","RM"
"Tspyl4",0.00054014019475327,0.453053261693864,1,0,1,"Tspyl4","RM"
"Zfp142",0.00054098557898215,0.446182873713587,1,0,1,"Zfp142","RM"
"Rab11fip3",0.000541792039386204,-0.25943261102825,0.667,1,1,"Rab11fip3","RM"
"Gm26510",0.000544713837241037,0.447986851774527,1,0,1,"Gm26510","RM"
"Ubxn4",0.000546760652571015,-0.259129242727803,1,1,1,"Ubxn4","RM"
"B3gnt2",0.000553194522478636,0.756684159137264,1,1,1,"B3gnt2","RM"
"D730003I15Rik",0.000559841617002742,-0.411062908383781,1,1,1,"D730003I15Rik","RM"
"Rassf7",0.000559921450292277,-0.24435060719659,0.667,0.667,1,"Rassf7","RM"
"Pdcd4",0.000561932233083023,-0.252838800891282,1,1,1,"Pdcd4","RM"
"Alad",0.000563742440498044,0.746361835539425,1,0.667,1,"Alad","RM"
"Safb2",0.000567370717239015,0.813951888711875,1,1,1,"Safb2","RM"
"Nrbp1",0.000567687521375264,0.762290890629675,1,1,1,"Nrbp1","RM"
"Sec11c",0.000568722274421182,-0.181270643462513,1,1,1,"Sec11c","RM"
"Izumo1r",0.000571230149615329,0.724785192351877,1,1,1,"Izumo1r","RM"
"Timp3",0.00057166090421746,-0.305917156813175,1,0.667,1,"Timp3","RM"
"Rrp1b",0.000571980094954964,0.73739113608052,1,1,1,"Rrp1b","RM"
"Klf5",0.000572743949163333,-0.347410675521676,0.667,0.667,1,"Klf5","RM"
"Isg20",0.000573060744624185,1.46463536879806,1,1,1,"Isg20","RM"
"Unc119",0.000574362103234266,-0.355699788500178,1,1,1,"Unc119","RM"
"Ehd1",0.00057521655111492,0.747371819996165,1,1,1,"Ehd1","RM"
"Pmepa1",0.00057926576614822,0.789331762315525,1,1,1,"Pmepa1","RM"
"Tnfrsf9",0.000579552871708339,1.36158278026093,1,1,1,"Tnfrsf9","RM"
"Rabepk",0.000580044909836041,0.734549086390191,1,0.667,1,"Rabepk","RM"
"Traf5",0.000582007843576276,0.804466945846747,1,0.333,1,"Traf5","RM"
"Cenpk",0.000584008764375522,0.729648683731242,1,0.333,1,"Cenpk","RM"
"Rb1",0.000592158062324272,-0.371565380952966,1,1,1,"Rb1","RM"
"Ecm1",0.000593231170302421,-0.293756518594579,1,1,1,"Ecm1","RM"
"Kif20a",0.000594036434197379,0.533477148289394,1,0,1,"Kif20a","RM"
"Ncapd2",0.000602539726404403,0.833445719870142,1,0.333,1,"Ncapd2","RM"
"Atp6v1e1",0.000604059863392453,-0.31355513737668,1,1,1,"Atp6v1e1","RM"
"Chpt1",0.000604984747525005,0.737510391925226,1,0.667,1,"Chpt1","RM"
"Plet1",0.000606340195259851,-0.262306543669647,0.333,0.667,1,"Plet1","RM"
"Qrfp",0.000607152763991485,0.74308629874868,1,1,1,"Qrfp","RM"
"Rfc4",0.000621460081907933,0.792420013630518,1,1,1,"Rfc4","RM"
"Psmd13",0.000621996513793316,0.721764003940628,1,1,1,"Psmd13","RM"
"Sirt7",0.000624218498362167,0.714962150114725,1,1,1,"Sirt7","RM"
"Ddx21",0.000627377937319674,0.722609020113286,1,1,1,"Ddx21","RM"
"Bnip3",0.000627782731943013,-0.297489589211776,1,1,1,"Bnip3","RM"
"Dipk1a",0.000631330243204473,0.717360103346744,1,1,1,"Dipk1a","RM"
"Churc1",0.00063191269100006,-0.296169233024589,1,1,1,"Churc1","RM"
"Trim59",0.000636291087111235,0.732792720058876,1,0.667,1,"Trim59","RM"
"Huwe1",0.000643937429328645,-0.291495478210333,1,1,1,"Huwe1","RM"
"Cdc25b",0.00064656311864427,0.745222542268656,1,0.667,1,"Cdc25b","RM"
"Cish",0.000647467639915628,-0.346672354375378,1,1,1,"Cish","RM"
"Arpc4",0.000648637699740523,0.629247617059458,1,1,1,"Arpc4","RM"
"Slc20a1",0.000651016773244774,-0.359550601463721,1,1,1,"Slc20a1","RM"
"Usp18",0.00065880423297796,1.09697523737941,1,0.667,1,"Usp18","RM"
"Glrx",0.000666923300720268,1.23215474483314,1,1,1,"Glrx","RM"
"Nebl",0.000670199500585074,-0.388140613096124,1,1,1,"Nebl","RM"
"Ccr9",0.000676052270434485,-0.298671877089177,0.667,0.667,1,"Ccr9","RM"
"Gata3",0.000677967982392525,-0.300735628313554,1,1,1,"Gata3","RM"
"Carhsp1",0.000679214906825365,0.722295058984579,1,0.667,1,"Carhsp1","RM"
"Tatdn2",0.000679663349261302,0.73264136481783,1,1,1,"Tatdn2","RM"
"Slc16a10",0.000680574594048204,-0.527754813589009,1,1,1,"Slc16a10","RM"
"Senp8",0.000681034623655359,-0.254049014288169,1,1,1,"Senp8","RM"
"Ripk3",0.000695881857430502,0.721466589839938,1,0.667,1,"Ripk3","RM"
"Polr1d",0.000695981467555598,0.575457400292598,1,1,1,"Polr1d","RM"
"Bcap31",0.000696361863864483,-0.246766049448307,1,1,1,"Bcap31","RM"
"Ncoa7",0.000696676239844876,-0.355986223040535,1,1,1,"Ncoa7","RM"
"Rad51ap1",0.000698243403211082,0.72648286815124,1,0.333,1,"Rad51ap1","RM"
"2610035D17Rik",0.000699465777915646,-0.353015788473919,1,1,1,"2610035D17Rik","RM"
"Zfp318",0.000699715029283936,-0.365419310350892,1,1,1,"Zfp318","RM"
"Strbp",0.000700527135620374,-0.388711554948861,1,1,1,"Strbp","RM"
"Mthfd2",0.000701200068818213,0.811260235457943,1,0.667,1,"Mthfd2","RM"
"Zfand5",0.000704805779693238,-0.350443077705202,1,1,1,"Zfand5","RM"
"Phactr2",0.00070795197769235,-0.387348628903325,1,1,1,"Phactr2","RM"
"Depdc1a",0.000709254546964038,0.499567946294978,1,0,1,"Depdc1a","RM"
"Rgs10",0.000724980100595827,-0.509836054608919,1,1,1,"Rgs10","RM"
"Map2k3",0.000725281235089112,0.772861791768548,1,1,1,"Map2k3","RM"
"Calm1",0.000726203416012444,-0.0353510134530275,1,1,1,"Calm1","RM"
"Rasa3",0.000734218997803259,0.71225076300438,1,1,1,"Rasa3","RM"
"Ip6k2",0.000734352545151888,0.457877103331846,1,0,1,"Ip6k2","RM"
"Cfap97",0.000736525171827119,-0.341694652740014,1,1,1,"Cfap97","RM"
"Hexa",0.000737477877678351,-0.4965951095368,1,1,1,"Hexa","RM"
"Gars",0.000741212565392604,0.78948179662502,1,1,1,"Gars","RM"
"Atad2",0.000741534469035873,0.858156931482043,1,1,1,"Atad2","RM"
"Tubg1",0.000743151793599103,0.655694232851671,1,0.333,1,"Tubg1","RM"
"Akr1e1",0.000744895782873027,-0.358342430513284,1,1,1,"Akr1e1","RM"
"Dusp23",0.000745071481449174,-0.322450383967891,1,1,1,"Dusp23","RM"
"Dnajc2",0.000746753124235708,0.705143622175977,1,1,1,"Dnajc2","RM"
"Ppp1r3b",0.000748358645196176,-0.506640729920775,1,1,1,"Ppp1r3b","RM"
"Tm9sf2",0.00074937021788874,-0.306198080640495,1,1,1,"Tm9sf2","RM"
"Robo4",0.000749420802270849,-0.207735677957929,0,0.667,1,"Robo4","RM"
"Gm33332",0.000749420802270849,-0.207735677957929,0,0.667,1,"Gm33332","RM"
"Snrnp70",0.000754692554146118,-0.195916668711034,1,1,1,"Snrnp70","RM"
"Lncpint",0.00075784747085652,-0.461388040051932,1,1,1,"Lncpint","RM"
"Psma4",0.000761095963610661,0.622666233475523,1,1,1,"Psma4","RM"
"Klf13",0.000769946389419248,-0.264561689266094,1,1,1,"Klf13","RM"
"Hnrnpu",0.000770928216758171,-0.130259155528931,1,1,1,"Hnrnpu","RM"
"Tnfrsf18",0.000771634052321189,0.750798017247576,1,1,1,"Tnfrsf18","RM"
"Nlrc5",0.000777288078236312,0.769455972217967,1,1,1,"Nlrc5","RM"
"Cers6",0.000777905509538294,0.423793609601994,1,0,1,"Cers6","RM"
"Atg5",0.000778385845956703,0.75197252647857,1,1,1,"Atg5","RM"
"Bclaf1",0.000778771516119261,-0.257321356650388,1,1,1,"Bclaf1","RM"
"Arhgap30",0.000783712180367186,0.649780288323803,1,1,1,"Arhgap30","RM"
"Dnajc9",0.000790759762848843,0.778947940052791,1,1,1,"Dnajc9","RM"
"Lockd",0.000793120420202148,0.788394517753819,1,0.667,1,"Lockd","RM"
"Nmrk1",0.000798377932595025,0.697074250225617,1,1,1,"Nmrk1","RM"
"Pten",0.000799734082002688,-0.336660868243511,1,1,1,"Pten","RM"
"Pmm1",0.000806512651931309,0.79577360449876,1,0.333,1,"Pmm1","RM"
"Taok2",0.000808617545971792,0.68251664361412,1,1,1,"Taok2","RM"
"Foxo3",0.000809864424865181,-0.401564100288108,1,1,1,"Foxo3","RM"
"Zbtb32",0.000811537482738942,1.03850468045347,1,0.333,1,"Zbtb32","RM"
"Cd93",0.000813369468278114,-0.362056819086383,1,1,1,"Cd93","RM"
"Ebi3",0.000815163570955059,-0.297284558678327,1,1,1,"Ebi3","RM"
"Adprh",0.000828399428713893,0.723615183671346,1,1,1,"Adprh","RM"
"Mphosph10",0.000828563726976347,0.847482511024022,1,1,1,"Mphosph10","RM"
"Rock2",0.000831800985443425,-0.298449657932372,1,1,1,"Rock2","RM"
"Wnt4",0.000834248788562681,-0.209775453293687,1,0.667,1,"Wnt4","RM"
"Eif4g3",0.000851838169631545,-0.2703296440271,1,1,1,"Eif4g3","RM"
"Tpm3-rs7",0.000860219209316593,0.409762291515735,1,0,1,"Tpm3-rs7","RM"
"Cblb",0.000860904164378479,0.808907475240752,1,1,1,"Cblb","RM"
"Ptges3",0.000860908514132015,-0.268039267521086,1,1,1,"Ptges3","RM"
"Ipmk",0.00086244041414424,-0.366691297850398,1,1,1,"Ipmk","RM"
"Hmgn1",0.000871779906689534,-0.27857680585098,1,1,1,"Hmgn1","RM"
"B4galt5",0.000875095302460139,0.792328262245096,1,1,1,"B4galt5","RM"
"Notch2",0.000879278593247753,-0.349908659650051,1,1,1,"Notch2","RM"
"Olfr1369-ps1",0.000881387286216824,0.654957039925079,1,0.333,1,"Olfr1369-ps1","RM"
"Hspa14",0.000881652211751721,0.75185906840981,1,1,1,"Hspa14","RM"
"Stimate",0.000881765177566851,0.413571049666045,1,0,1,"Stimate","RM"
"Atp9a",0.000899015385816727,-0.198179868017536,0.333,0.667,1,"Atp9a","RM"
"Nupr1",0.000911212578295269,-0.195754042087153,0.333,0.667,1,"Nupr1","RM"
"Arf4",0.000916326668037637,-0.302547124531745,1,1,1,"Arf4","RM"
"H2-T23",0.000916696751243719,0.893309653472507,1,1,1,"H2-T23","RM"
"Hmgb1",0.000920127670507055,-0.147512876675485,1,1,1,"Hmgb1","RM"
"Ccr2",0.000926375749927397,-0.329430218241432,1,1,1,"Ccr2","RM"
"Il6",0.000927657421238298,-0.240028939459458,0.333,0.667,1,"Il6","RM"
"Zfyve9",0.000929816069568152,-0.20677723936193,1,1,1,"Zfyve9","RM"
"Armc7",0.000929862740255492,0.692901225719618,1,1,1,"Armc7","RM"
"Gna15",0.000934728986758194,0.753291572315951,1,1,1,"Gna15","RM"
"Suv39h1",0.000936370914537065,0.642520774059988,1,0.333,1,"Suv39h1","RM"
"Ckap2l",0.000939736327108443,0.680035632675568,1,0.333,1,"Ckap2l","RM"
"Chsy1",0.000939947187219276,0.718332412710951,1,1,1,"Chsy1","RM"
"Rras2",0.000940801575940543,0.688821928492186,1,1,1,"Rras2","RM"
"Hist3h2ba",0.000941442973180588,0.408967882181138,1,0,1,"Hist3h2ba","RM"
"Tpbgl",0.000941930406888324,-0.306269638627321,1,0.667,1,"Tpbgl","RM"
"H2-Aa",0.00094527127824134,-0.816125378268697,1,1,1,"H2-Aa","RM"
"Sigirr",0.00094770563214248,-0.372566398546382,1,1,1,"Sigirr","RM"
"Nbl1",0.000950259485474139,-0.185791564970447,0.333,0.667,1,"Nbl1","RM"
"Neil3",0.000967230455674253,0.427270352820165,1,0,1,"Neil3","RM"
"Epc1",0.000969050859040506,-0.382744827114753,1,1,1,"Epc1","RM"
"Cdca7",0.000974355057092504,0.646643055194473,1,0.333,1,"Cdca7","RM"
"Ctnnbip1",0.000984973979662267,0.405422165864317,1,0,1,"Ctnnbip1","RM"
"Ptrh2",0.000989076707638466,0.691942810831237,1,0.667,1,"Ptrh2","RM"
"Mastl",0.00099125402730442,0.429085337348331,1,0,1,"Mastl","RM"
"Tcrg-C2",0.000999743435361106,-0.532335547014488,1,1,1,"Tcrg-C2","RM"
"Hnrnpm",0.00100654021032725,-0.170294365130494,1,1,1,"Hnrnpm","RM"
"Cyp2f2",0.00102880711844737,-0.456983395290977,1,1,1,"Cyp2f2","RM"
"Nab1",0.00102970966686356,0.709969409454604,1,1,1,"Nab1","RM"
"Ccnf",0.00103629648951989,0.423077077762503,1,0,1,"Ccnf","RM"
"Aldh7a1",0.00104160637105144,-0.360281170303514,1,1,1,"Aldh7a1","RM"
"Taok3",0.00104361587716093,0.749239891840771,1,1,1,"Taok3","RM"
"Smad7",0.0010481925728366,0.605471217464615,1,1,1,"Smad7","RM"
"Spcs1",0.00104923525950563,-0.214410908433288,1,1,1,"Spcs1","RM"
"Cox10",0.00105027407598241,-0.354845739515495,1,1,1,"Cox10","RM"
"Pygl",0.00105424293923449,-0.283043477321701,1,1,1,"Pygl","RM"
"Shld1",0.00105716869584959,-0.437335801886384,1,1,1,"Shld1","RM"
"5830468F06Rik",0.00105973177139231,0.409857581425741,1,0,1,"5830468F06Rik","RM"
"Nudt14",0.00106885712542738,-0.388575476507527,1,1,1,"Nudt14","RM"
"Nubpl",0.00108489530600033,-0.388840224901805,1,1,1,"Nubpl","RM"
"Fam174a",0.00108974293628096,-0.319624913391829,1,1,1,"Fam174a","RM"
"Sulf2",0.00110180754057162,-0.338687464232807,1,1,1,"Sulf2","RM"
"Xdh",0.00111720103087018,0.731324756569994,1,0.333,1,"Xdh","RM"
"Rgs16",0.00111790552736369,0.829681610771161,1,1,1,"Rgs16","RM"
"Prmt2",0.00112210238361413,-0.320310470992953,1,1,1,"Prmt2","RM"
"5033430I15Rik",0.00112375044636776,0.411831589174797,1,0,1,"5033430I15Rik","RM"
"Cd200",0.00112860769859413,0.744058296550725,1,0.333,1,"Cd200","RM"
"Lipt2",0.0011286601912436,-0.279925381274515,1,0.667,1,"Lipt2","RM"
"Ndufs1",0.00113571775179525,0.67375241270772,1,1,1,"Ndufs1","RM"
"Nde1",0.00113890714083035,0.703604704177001,1,0.667,1,"Nde1","RM"
"Tomm5",0.00113981895373305,0.633545000959977,1,1,1,"Tomm5","RM"
"BC051076",0.00114803447538432,-0.165934037422277,0,0.667,1,"BC051076","RM"
"Itprid1",0.00114803447538432,-0.165934037422277,0,0.667,1,"Itprid1","RM"
"Slc47a1",0.00114803447538432,-0.165934037422277,0,0.667,1,"Slc47a1","RM"
"Lacc1",0.00114803447538432,-0.165934037422277,0,0.667,1,"Lacc1","RM"
"Dab2",0.00114803447538432,-0.165934037422277,0,0.667,1,"Dab2","RM"
"Gm49785",0.00114803447538432,-0.165934037422277,0,0.667,1,"Gm49785","RM"
"Tmem204",0.00114803447538432,-0.165934037422277,0,0.667,1,"Tmem204","RM"
"Fam241a",0.00114959003466368,0.817044817444004,1,1,1,"Fam241a","RM"
"Mrps33",0.00115323768387678,-0.257372703373923,1,1,1,"Mrps33","RM"
"Stmn1",0.00115554629669666,2.49513112623243,1,0.667,1,"Stmn1","RM"
"Pcsk1",0.00115805739623453,-0.321730062221406,1,1,1,"Pcsk1","RM"
"Mylpf",0.0011608566983178,0.398044006939179,1,0,1,"Mylpf","RM"
"Rsrp1",0.0011608643171447,-0.10454364209589,1,1,1,"Rsrp1","RM"
"Cited4",0.00116710542372611,-0.506313996946446,1,1,1,"Cited4","RM"
"Rasa4",0.00117351262289461,-0.338642202146735,1,1,1,"Rasa4","RM"
"Ube2i",0.00117401854895706,0.65222066830701,1,1,1,"Ube2i","RM"
"Ptger2",0.00117428789558869,-0.319960274054904,1,1,1,"Ptger2","RM"
"Rhoh",0.00118768868418041,0.647240010064764,1,1,1,"Rhoh","RM"
"Tns3",0.00118770727757383,-0.260771746808325,1,0.667,1,"Tns3","RM"
"Rad51",0.00118947485650811,0.620930777301973,1,0.333,1,"Rad51","RM"
"Trpv4",0.00119679542349208,-0.163439754859549,0,0.667,1,"Trpv4","RM"
"Gm15902",0.00119679542349208,-0.163439754859549,0,0.667,1,"Gm15902","RM"
"Cdc42ep1",0.00119679542349208,-0.163439754859549,0,0.667,1,"Cdc42ep1","RM"
"Krt4",0.00119679542349208,-0.163439754859549,0,0.667,1,"Krt4","RM"
"Ccl4",0.00120078557347556,1.98989365767037,1,1,1,"Ccl4","RM"
"Iqgap1",0.00120143299385074,-0.116258826344271,1,1,1,"Iqgap1","RM"
"Ly6d",0.0012176620115044,-0.409718819550529,1,0.667,1,"Ly6d","RM"
"Llph",0.00122086238785923,0.641133233952722,1,1,1,"Llph","RM"
"Prkcsh",0.00122849969417077,0.745866245647907,1,1,1,"Prkcsh","RM"
"Ccdc84",0.00123001123703994,0.384537709051044,1,0,1,"Ccdc84","RM"
"Trim21",0.00124316284294116,0.72634129173805,1,0.333,1,"Trim21","RM"
"Prrc2b",0.0012471467351599,-0.326818742256507,1,1,1,"Prrc2b","RM"
"Rab8b",0.00124932594539601,0.67245329620667,1,1,1,"Rab8b","RM"
"Il18rap",0.00125197260281731,0.74738718202383,1,1,1,"Il18rap","RM"
"Tpx2",0.00125808877654836,0.915251512974372,1,1,1,"Tpx2","RM"
"Itgb2",0.00126210591857706,0.641659929645091,1,1,1,"Itgb2","RM"
"Cdca5",0.00126457202062697,0.392321424402119,1,0,1,"Cdca5","RM"
"Osbpl11",0.00126693812682967,0.598973214458844,1,0.333,1,"Osbpl11","RM"
"Phgdh",0.00126706957850775,0.779082698339912,1,1,1,"Phgdh","RM"
"Esrp1",0.00127321124627317,-0.157453785262772,0,0.667,1,"Esrp1","RM"
"2310030G06Rik",0.00127321124627317,-0.157453785262772,0,0.667,1,"2310030G06Rik","RM"
"Cdcp1",0.00127321124627317,-0.157453785262772,0,0.667,1,"Cdcp1","RM"
"Gpc3",0.00127321124627317,-0.157453785262772,0,0.667,1,"Gpc3","RM"
"Vegfd",0.00127321124627317,-0.157453785262772,0,0.667,1,"Vegfd","RM"
"Muc1",0.00127588654172787,0.395286823360436,1,0,1,"Muc1","RM"
"Dgkh",0.0012760530541324,0.759939073157808,1,0.333,1,"Dgkh","RM"
"Cmtm4",0.001280126947353,0.418326176136369,1,0,1,"Cmtm4","RM"
"Mks1",0.00128268220047042,-0.273927337093762,1,1,1,"Mks1","RM"
"Tdg",0.0012907674809122,0.668751816149709,1,1,1,"Tdg","RM"
"Serinc1",0.00129163325064945,-0.407787368303802,1,1,1,"Serinc1","RM"
"Kat6b",0.00130127281994163,-0.43162545456923,1,1,1,"Kat6b","RM"
"Slc25a36",0.00130190926699192,-0.386383356080409,1,1,1,"Slc25a36","RM"
"Rnaset2a",0.00131362548892999,0.698269797593412,1,1,1,"Rnaset2a","RM"
"Itm2a",0.0013155425070013,0.738942012605143,1,0.333,1,"Itm2a","RM"
"Ube2r2",0.00132161257279086,-0.295676163877872,1,1,1,"Ube2r2","RM"
"Slc25a46",0.00132437037631571,0.650134791510164,1,1,1,"Slc25a46","RM"
"Grap2",0.00132454295222313,0.731122908565325,1,1,1,"Grap2","RM"
"Hdgfl3",0.001327042939029,0.701367486482416,1,0.333,1,"Hdgfl3","RM"
"Mtfr1l",0.0013347821476934,-0.300546908664671,1,1,1,"Mtfr1l","RM"
"Tmem128",0.00133961018626438,0.659112962429995,1,1,1,"Tmem128","RM"
"Pole4",0.0013436347582417,0.651913614184743,1,1,1,"Pole4","RM"
"Rapsn",0.00134589186645362,-0.514818542851296,1,1,1,"Rapsn","RM"
"Rasgrp2",0.00135639202719228,0.768661342132713,1,1,1,"Rasgrp2","RM"
"Polr2c",0.00136076640764039,0.691419447122259,1,1,1,"Polr2c","RM"
"Akap12",0.00138047823265297,-0.896625236377437,1,1,1,"Akap12","RM"
"Myo9b",0.0013962905420589,0.678448938327239,1,1,1,"Myo9b","RM"
"Nsun3",0.0013963592827517,0.387243544328245,1,0,1,"Nsun3","RM"
"Mxd1",0.00141236933996978,0.930371780496248,1,1,1,"Mxd1","RM"
"Aars",0.00141616528365878,0.657510860547605,1,0.667,1,"Aars","RM"
"Rad50",0.00141729652660746,-0.330681856520517,1,1,1,"Rad50","RM"
"Ak6",0.00142754401533263,0.676603866164688,1,1,1,"Ak6","RM"
"Chaf1b",0.00144087384466314,0.689665241047525,1,0.333,1,"Chaf1b","RM"
"Ercc6l",0.00144566112448256,0.39250267501809,1,0,1,"Ercc6l","RM"
"Qpct",0.00144888171951791,-0.429625847248761,1,1,1,"Qpct","RM"
"Agtrap",0.00145287868399355,-0.350807943867463,1,1,1,"Agtrap","RM"
"Timm22",0.00146479335482057,0.679606774757897,1,1,1,"Timm22","RM"
"Agpat2",0.00146695239304442,-0.345991252422002,1,1,1,"Agpat2","RM"
"Tsr3",0.00147380185848675,0.691745349594515,1,0.667,1,"Tsr3","RM"
"Agfg1",0.00148050963149489,0.687719341479521,1,1,1,"Agfg1","RM"
"Mpp7",0.00148466996489733,-0.372394167936224,1,1,1,"Mpp7","RM"
"Pbx3",0.00148881276989596,0.385654142744091,1,0,1,"Pbx3","RM"
"Sesn1",0.00149936569832373,-0.659283215647082,1,1,1,"Sesn1","RM"
"Zbtb5",0.0015066515906838,0.375774859643619,1,0,1,"Zbtb5","RM"
"Cdk6",0.00150929850765578,0.670249016562404,1,1,1,"Cdk6","RM"
"Trafd1",0.00151530815264585,0.769057399149627,1,1,1,"Trafd1","RM"
"BC002059",0.00152097827469974,0.40036565110236,1,0,1,"BC002059","RM"
"Mga",0.00152401307424614,-0.361323335914485,1,1,1,"Mga","RM"
"Slc25a40",0.00152756872209146,0.664511821353892,1,0.667,1,"Slc25a40","RM"
"Pi4k2b",0.00152761307350386,-0.363494535047841,1,1,1,"Pi4k2b","RM"
"Eif3c",0.00152963173427985,-0.0984255736423174,1,1,1,"Eif3c","RM"
"Prcp",0.00153383307917553,-0.364155180429796,1,1,1,"Prcp","RM"
"Ddx46",0.00153871690289073,0.606433678518694,1,1,1,"Ddx46","RM"
"Ttll5",0.00154050469659727,0.393945859552744,1,0,1,"Ttll5","RM"
"Eif4a3",0.00156832115941975,0.660548154191293,1,1,1,"Eif4a3","RM"
"5430427O19Rik",0.00156900741397814,0.367789672399277,1,0,1,"5430427O19Rik","RM"
"Ppm1b",0.00157551186227827,-0.328780446834442,1,1,1,"Ppm1b","RM"
"Diaph3",0.0015799274014452,0.705713898110958,1,0.667,1,"Diaph3","RM"
"Klrb1a",0.00158302365818575,-0.453764725041333,1,1,1,"Klrb1a","RM"
"Rab4a",0.00159482674347418,-0.308424315941876,1,1,1,"Rab4a","RM"
"Mrps6",0.00160117596800064,0.708879372364979,1,1,1,"Mrps6","RM"
"Mrpl20",0.00160672089611177,0.645852626015431,1,1,1,"Mrpl20","RM"
"Fcer1g",0.00161515707965136,-0.768490382581773,1,1,1,"Fcer1g","RM"
"Ncbp1",0.00162109320441275,0.682023431882292,1,1,1,"Ncbp1","RM"
"5830432E09Rik",0.0016213646112846,0.37664387857288,1,0,1,"5830432E09Rik","RM"
"Nxt1",0.00162994631037697,0.710360061538589,1,1,1,"Nxt1","RM"
"Kremen2",0.00163049537694294,0.365612985956301,1,0,1,"Kremen2","RM"
"Crocc",0.00163219774977646,-0.223680939333499,0.667,1,1,"Crocc","RM"
"Rbm25",0.00164996064466482,-0.101054634891195,1,1,1,"Rbm25","RM"
"Eif2b4",0.00165090008092545,0.645682564624582,1,0.667,1,"Eif2b4","RM"
"Atn1",0.00165490934027519,-0.463532218186315,1,1,1,"Atn1","RM"
