"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"HALLMARK_OXIDATIVE_PHOSPHORYLATION","HALLMARK_OXIDATIVE_PHOSPHORYLATION",178,0.340027817032707,1.71009932287463,4.30046069220672e-05,0.00215023034610336,0.00181072029145546,1353,"tags=28%, list=13%, signal=24%","66447/16832/66407/109672/18984/68197/55951/66416/66290/11984/625249/109754/27402/51798/114143/68194/30057/11931/14751/68349/17449/66916/66495/11739/210009/20463/67130/12039/11973/12856/21854/59040/14661/66594/11306/22272/18597/12861/66108/12857/54405/22334/67264/113868/12028/16828/76614/66152/18115"
"HALLMARK_G2M_CHECKPOINT","HALLMARK_G2M_CHECKPOINT",184,0.301380305827426,1.53235624162726,0.00169568216755403,0.0423920541888507,0.0356985719485059,2081,"tags=32%, list=20%, signal=26%","68612/77891/107503/16765/17345/16551/19357/12443/66197/11799/233406/26934/16906/12428/21973/54124/21917/19134/229841/20496/67141/108000/16573/76464/12534/19076/23924/18817/19891/12237/17219/108907/50927/20877/80914/15251/21781/18472/107995/21969/71819/14056/23834/105988/78733/56275/11702/16201/17216/18263/110033/19359/71514/209737/72119/12442/20937/99375/18141"
