"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","tissue"
"S100a3",0.542108144516254,-0.311172481492021,0,0.667,1,"S100a3","LNG"
"5830444B04Rik",0.542108144516254,-0.311172481492021,0,0.667,1,"5830444B04Rik","LNG"
"Rundc3b",0.542108144516254,-0.311172481492021,0,0.667,1,"Rundc3b","LNG"
"2900005J15Rik",0.542108144516254,-0.311172481492021,0,0.667,1,"2900005J15Rik","LNG"
"Cad",0.542108144516254,-0.311172481492021,0,0.667,1,"Cad","LNG"
"Grk4",0.542108144516254,-0.311172481492021,0,0.667,1,"Grk4","LNG"
"Ncf1",0.542108144516254,-0.311172481492021,0,0.667,1,"Ncf1","LNG"
"Umad1",0.542108144516254,-0.311172481492021,0,0.667,1,"Umad1","LNG"
"E330009J07Rik",0.542108144516254,-0.311172481492021,0,0.667,1,"E330009J07Rik","LNG"
"Anxa4",0.542108144516254,-0.311172481492021,0,0.667,1,"Anxa4","LNG"
"Aplf",0.542108144516254,-0.311172481492021,0,0.667,1,"Aplf","LNG"
"Bid",0.542108144516254,-0.311172481492021,0,0.667,1,"Bid","LNG"
"Zfp580",0.542108144516254,-0.311172481492021,0,0.667,1,"Zfp580","LNG"
"Eid2",0.542108144516254,-0.311172481492021,0,0.667,1,"Eid2","LNG"
"Nphs1",0.542108144516254,-0.311172481492021,0,0.667,1,"Nphs1","LNG"
"Cars",0.542108144516254,-0.311172481492021,0,0.667,1,"Cars","LNG"
"Zfp958",0.542108144516254,-0.311172481492021,0,0.667,1,"Zfp958","LNG"
"Elmod2",0.542108144516254,-0.311172481492021,0,0.667,1,"Elmod2","LNG"
"Rab3d",0.542108144516254,-0.311172481492021,0,0.667,1,"Rab3d","LNG"
"Ulk3",0.542108144516254,-0.311172481492021,0,0.667,1,"Ulk3","LNG"
"Gm10642",0.542108144516254,-0.311172481492021,0,0.667,1,"Gm10642","LNG"
"Myb",0.542108144516254,-0.311172481492021,0,0.667,1,"Myb","LNG"
"Arid3a",0.542108144516254,-0.311172481492021,0,0.667,1,"Arid3a","LNG"
"Il13",0.542108144516254,-0.311172481492021,0,0.667,1,"Il13","LNG"
"Tns4",0.542108144516254,-0.311172481492021,0,0.667,1,"Tns4","LNG"
"Milr1",0.542108144516254,-0.311172481492021,0,0.667,1,"Milr1","LNG"
"Sgsh",0.542108144516254,-0.311172481492021,0,0.667,1,"Sgsh","LNG"
"Zfp169",0.542108144516254,-0.311172481492021,0,0.667,1,"Zfp169","LNG"
"Prr7",0.542108144516254,-0.311172481492021,0,0.667,1,"Prr7","LNG"
"Slc6a19",0.542108144516254,-0.311172481492021,0,0.667,1,"Slc6a19","LNG"
"Gm46430",0.542108144516254,-0.311172481492021,0,0.667,1,"Gm46430","LNG"
"Hacl1",0.542108144516254,-0.311172481492021,0,0.667,1,"Hacl1","LNG"
"1810041H14Rik",0.542108144516254,-0.311172481492021,0,0.667,1,"1810041H14Rik","LNG"
"9930014A18Rik",0.542108144516254,-0.311172481492021,0,0.667,1,"9930014A18Rik","LNG"
"Pdgfb",0.542108144516254,-0.311172481492021,0,0.667,1,"Pdgfb","LNG"
"Mapk12",0.542108144516254,-0.311172481492021,0,0.667,1,"Mapk12","LNG"
"Mettl22",0.542108144516254,-0.311172481492021,0,0.667,1,"Mettl22","LNG"
"Slc49a4",0.542108144516254,-0.311172481492021,0,0.667,1,"Slc49a4","LNG"
"Zfp54",0.542108144516254,-0.311172481492021,0,0.667,1,"Zfp54","LNG"
"Ticam1",0.542108144516254,-0.311172481492021,0,0.667,1,"Ticam1","LNG"
"Zbtb7c",0.542108144516254,-0.311172481492021,0,0.667,1,"Zbtb7c","LNG"
"Atp11c",0.542108144516254,-0.311172481492021,0,0.667,1,"Atp11c","LNG"
"Zmym3",0.542108144516254,-0.311172481492021,0,0.667,1,"Zmym3","LNG"
"Kcmf1",0.542110689600424,0.496367765161364,1,0.667,1,"Kcmf1","LNG"
"Abhd2",0.542119400493435,-0.305302272116017,0.333,0.667,1,"Abhd2","LNG"
"Morc3",0.542375481189337,0.486727275283397,1,1,1,"Morc3","LNG"
"Gm49336",0.542405251928551,-0.465561170677404,0.333,1,1,"Gm49336","LNG"
"Axin1",0.542425670838502,0.40099090687337,1,0.667,1,"Axin1","LNG"
"Sik1",0.542626183098471,-0.272345941453819,1,1,1,"Sik1","LNG"
"Il1r1",0.543105671729513,0.468117087655077,0.333,0.667,1,"Il1r1","LNG"
"Aebp2",0.543112778023594,-0.22108387548962,1,1,1,"Aebp2","LNG"
"Cdc123",0.543142154828281,-0.321764106504924,0.667,1,1,"Cdc123","LNG"
"Pdcd6ip",0.543372888831666,-0.370273016287245,1,1,1,"Pdcd6ip","LNG"
"Slx4ip",0.543551644420374,0.235991833147313,0.333,0.333,1,"Slx4ip","LNG"
"Ifi30",0.543688740836481,0.257355639531027,0.667,0.667,1,"Ifi30","LNG"
"Rbbp6",0.543816126518087,0.406453425005207,1,1,1,"Rbbp6","LNG"
"Ormdl1",0.544219336920911,-0.399747524136079,0.333,1,1,"Ormdl1","LNG"
"Morf4l1",0.544261728937055,-0.0332372643153356,1,1,1,"Morf4l1","LNG"
"2610037D02Rik",0.544499014545332,-0.325692850399125,0.667,0.667,1,"2610037D02Rik","LNG"
"Inpp5e",0.544611244280511,-0.372454813884569,0,0.333,1,"Inpp5e","LNG"
"Zbtb26",0.544611244280511,-0.372454813884569,0,0.333,1,"Zbtb26","LNG"
"Plcb4",0.544611244280511,-0.372454813884569,0,0.333,1,"Plcb4","LNG"
"Gm43696",0.544611244280511,-0.372454813884569,0,0.333,1,"Gm43696","LNG"
"Eri3",0.544611244280511,-0.372454813884569,0,0.333,1,"Eri3","LNG"
"2810405F17Rik",0.544611244280511,-0.372454813884569,0,0.333,1,"2810405F17Rik","LNG"
"Rnf32",0.544611244280511,-0.372454813884569,0,0.333,1,"Rnf32","LNG"
"Taf6",0.544611244280511,-0.372454813884569,0,0.333,1,"Taf6","LNG"
"Zfand2a",0.544611244280511,-0.372454813884569,0,0.333,1,"Zfand2a","LNG"
"Baiap2l1",0.544611244280511,-0.372454813884569,0,0.333,1,"Baiap2l1","LNG"
"Krba1",0.544611244280511,-0.372454813884569,0,0.333,1,"Krba1","LNG"
"AI854703",0.544611244280511,-0.372454813884569,0,0.333,1,"AI854703","LNG"
"Cox7a1",0.544611244280511,-0.372454813884569,0,0.333,1,"Cox7a1","LNG"
"Gm32031",0.544611244280511,-0.372454813884569,0,0.333,1,"Gm32031","LNG"
"Ccdc189",0.544611244280511,-0.372454813884569,0,0.333,1,"Ccdc189","LNG"
"Tepsin",0.544611244280511,-0.372454813884569,0,0.333,1,"Tepsin","LNG"
"Gfm2",0.544611244280511,-0.372454813884569,0,0.333,1,"Gfm2","LNG"
"Itga2",0.544611244280511,-0.372454813884569,0,0.333,1,"Itga2","LNG"
"Fbxo4",0.544611244280511,-0.372454813884569,0,0.333,1,"Fbxo4","LNG"
"Mapre1",0.544938656689345,-0.325422921440673,0.667,1,1,"Mapre1","LNG"
"Zfp706",0.545116229243611,-0.191095800350677,1,1,1,"Zfp706","LNG"
"Bms1",0.545363920097077,-0.313890241633741,0.667,1,1,"Bms1","LNG"
"Gramd1a",0.545549419087493,-0.402250061368528,0.333,1,1,"Gramd1a","LNG"
"Atf4",0.545928731005575,-0.309220621310807,0.667,0.667,1,"Atf4","LNG"
"Hdac2",0.546192777501452,-0.256289084928525,0.667,0.667,1,"Hdac2","LNG"
"Rab19",0.546337746817512,-0.26175994624729,0.333,0.667,1,"Rab19","LNG"
"Psmg2",0.546371323076629,0.325550085673697,1,1,1,"Psmg2","LNG"
"Serpinb11",0.546506597540411,-0.384619917665469,0,0.667,1,"Serpinb11","LNG"
"Zbtb5",0.546506597540411,-0.384619917665469,0,0.667,1,"Zbtb5","LNG"
"Trmo",0.546506597540411,-0.384619917665469,0,0.667,1,"Trmo","LNG"
"4833403J16Rik",0.546506597540411,-0.384619917665469,0,0.667,1,"4833403J16Rik","LNG"
"Zfp626",0.546506597540411,-0.384619917665469,0,0.667,1,"Zfp626","LNG"
"Cmtm8",0.546506597540411,-0.384619917665469,0,0.667,1,"Cmtm8","LNG"
"Nemp1",0.546506597540411,-0.384619917665469,0,0.667,1,"Nemp1","LNG"
"E2f3",0.546506597540411,-0.384619917665469,0,0.667,1,"E2f3","LNG"
"F2rl2",0.546506597540411,-0.384619917665469,0,0.667,1,"F2rl2","LNG"
"Cenph",0.546506597540411,-0.384619917665469,0,0.667,1,"Cenph","LNG"
"Ercc8",0.546506597540411,-0.384619917665469,0,0.667,1,"Ercc8","LNG"
"Rft1",0.546506597540411,-0.384619917665469,0,0.667,1,"Rft1","LNG"
"Apoo",0.546506597540411,-0.384619917665469,0,0.667,1,"Apoo","LNG"
"Cebpzos",0.546574600239184,-0.345320040135032,0.667,1,1,"Cebpzos","LNG"
"Smarce1",0.546630248478278,0.302047567508653,1,1,1,"Smarce1","LNG"
"Gigyf2",0.546662494292634,-0.272586535353626,1,1,1,"Gigyf2","LNG"
"Ap2s1",0.546951916244445,0.278501801498759,1,1,1,"Ap2s1","LNG"
"Gm43445",0.546993049472154,0.540760545738631,1,0.333,1,"Gm43445","LNG"
"Pola1",0.547001089373829,0.31307442899966,1,1,1,"Pola1","LNG"
"Tpra1",0.547358593587106,-0.408521483262238,0.333,1,1,"Tpra1","LNG"
"Vipas39",0.547358593587106,-0.408521483262238,0.333,1,1,"Vipas39","LNG"
"Slc25a36",0.547592395230286,0.295977950020535,0.667,0.667,1,"Slc25a36","LNG"
"Zhx3",0.547805166451628,0.249370464334069,0.667,0.667,1,"Zhx3","LNG"
"4931406P16Rik",0.547805166451628,0.249370464334069,0.667,0.667,1,"4931406P16Rik","LNG"
"Atp23",0.547805166451628,0.249370464334069,0.667,0.667,1,"Atp23","LNG"
"Ktn1",0.54789354320125,-0.691341386842532,0.333,1,1,"Ktn1","LNG"
"Ssr4",0.548087112198882,0.224785230704196,1,1,1,"Ssr4","LNG"
"Wnk1",0.54813587200678,-0.142318695000572,1,1,1,"Wnk1","LNG"
"4833420G17Rik",0.548370671636486,-0.249456314710112,0.667,1,1,"4833420G17Rik","LNG"
"Azi2",0.5484891365502,0.468365284275619,1,1,1,"Azi2","LNG"
"Supt5",0.549091652493931,0.445720188811702,1,1,1,"Supt5","LNG"
"Ap2b1",0.549150876456746,0.509317946011876,1,0.667,1,"Ap2b1","LNG"
"Cd160",0.549285886612479,-0.396686480042448,0.667,1,1,"Cd160","LNG"
"Magt1",0.549306712009229,-0.190620583266468,1,0.667,1,"Magt1","LNG"
"Chsy1",0.549341795239668,0.325924484138081,0.667,1,1,"Chsy1","LNG"
"Rala",0.549505763033196,0.725001685697798,0.667,0.667,1,"Rala","LNG"
"Son",0.5498483886075,-0.0715001905736754,1,1,1,"Son","LNG"
"Lyar",0.549969093157434,-0.354441559360566,0.667,1,1,"Lyar","LNG"
"Zfand5",0.550017300172905,0.334950722208004,1,1,1,"Zfand5","LNG"
"Rnf6",0.55009709959872,-0.268361017356745,1,1,1,"Rnf6","LNG"
"Rnf111",0.550188594493157,-0.286169877983302,0.667,1,1,"Rnf111","LNG"
"Ola1",0.550386144472021,0.304081983851904,1,1,1,"Ola1","LNG"
"Mia2",0.550459896787427,-0.197881778357563,1,1,1,"Mia2","LNG"
"Ypel5",0.55046713177452,0.513672077415633,1,0.667,1,"Ypel5","LNG"
"Gm4070",0.550632490163159,-0.32887317075212,0.667,1,1,"Gm4070","LNG"
"Mta3",0.550653954442372,0.487972041247989,1,0.667,1,"Mta3","LNG"
"Cenpk",0.550700371615449,0.184423568005885,0.667,0.333,1,"Cenpk","LNG"
"Tmbim4",0.551435768389163,0.26463882212181,1,1,1,"Tmbim4","LNG"
"Retreg3",0.551445500880509,-0.4168401330091,0.333,1,1,"Retreg3","LNG"
"Pcmtd1",0.551575492093145,-0.272934841847394,0.667,1,1,"Pcmtd1","LNG"
"Rapsn",0.551770689334201,-0.413014764841896,0.333,1,1,"Rapsn","LNG"
"Metap2",0.551888394512434,-0.226208823798686,1,1,1,"Metap2","LNG"
"Gm20707",0.552088820089679,-0.369594905103611,0.333,1,1,"Gm20707","LNG"
"Acd",0.552088820089679,-0.369594905103611,0.333,1,1,"Acd","LNG"
"Zcchc18",0.552088820089679,-0.369594905103611,0.333,1,1,"Zcchc18","LNG"
"Tbc1d23",0.552170109932519,0.236893283176499,0.667,1,1,"Tbc1d23","LNG"
"Uba3",0.552332499894343,-0.2872807581506,0.333,0.667,1,"Uba3","LNG"
"Srsf5",0.552571452924325,-0.0958054639417476,1,1,1,"Srsf5","LNG"
"Eci1",0.552786174753606,-0.351667181853621,0.667,1,1,"Eci1","LNG"
"Rpl13",0.552945926496754,0.132506065960418,1,1,1,"Rpl13","LNG"
"Tubgcp4",0.552966459507458,0.387855558304189,0.667,0.667,1,"Tubgcp4","LNG"
"Atp2a2",0.553072666525678,0.495956455383501,0.667,1,1,"Atp2a2","LNG"
"Mindy2",0.5532142193625,-0.237815592223092,0.667,0.667,1,"Mindy2","LNG"
"Usp16",0.55359990186347,0.404057467064837,1,1,1,"Usp16","LNG"
"Exoc1",0.553607393247327,-0.300123008084282,0.667,1,1,"Exoc1","LNG"
"Naa35",0.553713346603838,0.346773381482323,0.667,1,1,"Naa35","LNG"
"Mtf2",0.554118051291693,-0.245085465084727,0.667,1,1,"Mtf2","LNG"
"Nckap1l",0.554118051291693,-0.245085465084727,0.667,1,1,"Nckap1l","LNG"
"Ftsj1",0.554142189855125,0.4402384845718,0.667,0.333,1,"Ftsj1","LNG"
"Ssbp3",0.554832016684112,0.530867926895844,0.667,1,1,"Ssbp3","LNG"
"Trim35",0.555004013321098,-0.337232538447448,0.667,1,1,"Trim35","LNG"
"Itk",0.555087882707996,-0.320444503106584,1,1,1,"Itk","LNG"
"Fcer1g",0.555370992132996,-0.319741832728228,1,1,1,"Fcer1g","LNG"
"Atf6b",0.555385363953272,0.377598429436074,0.667,0.333,1,"Atf6b","LNG"
"Tram1",0.555501117613364,-0.205476613166377,1,1,1,"Tram1","LNG"
"Rcor1",0.555535237274165,-0.302455712840343,1,1,1,"Rcor1","LNG"
"Agfg2",0.555743733747709,-0.29199172213898,0.667,1,1,"Agfg2","LNG"
"mt-Nd2",0.556280053218475,0.0119875379570509,1,1,1,"mt-Nd2","LNG"
"Pnpo",0.556332727956966,-0.473196040134692,0.333,0.667,1,"Pnpo","LNG"
"0610012G03Rik",0.556606364246102,0.39942261468467,0.667,1,1,"0610012G03Rik","LNG"
"Elk4",0.556799544711413,0.48336382849367,0.667,1,1,"Elk4","LNG"
"Pum3",0.556842350611727,-0.312845747094591,0.667,1,1,"Pum3","LNG"
"Pdpk1",0.557224080485891,0.420971532734254,1,0.667,1,"Pdpk1","LNG"
"Ak6",0.557472353680303,-0.31724962814417,0.667,1,1,"Ak6","LNG"
"Rabgap1l",0.557514477088584,-0.305836825062996,1,1,1,"Rabgap1l","LNG"
"Tufm",0.55753531356806,-0.344387272623979,0.667,1,1,"Tufm","LNG"
"Nup214",0.55768082139407,0.406484200534979,0.667,1,1,"Nup214","LNG"
"Psmd13",0.557699709266293,0.253408355808521,1,1,1,"Psmd13","LNG"
"Phf3",0.558071082005649,-0.279375475933085,1,1,1,"Phf3","LNG"
"Exosc7",0.558174815368405,-0.176120462848725,1,1,1,"Exosc7","LNG"
"Slc30a6",0.558209408223933,0.458630649256262,0.333,0.333,1,"Slc30a6","LNG"
"Chchd1",0.558397984478154,-0.319921282430082,1,1,1,"Chchd1","LNG"
"Phf7",0.558405370537562,-0.352955089826006,0.333,0.667,1,"Phf7","LNG"
"Snap29",0.558405370537562,-0.352955089826006,0.333,0.667,1,"Snap29","LNG"
"Abcb1a",0.558535785566608,-0.355156395052143,0.333,0.667,1,"Abcb1a","LNG"
"Mfsd4a",0.558831457242907,0.434483297256977,0.667,0.333,1,"Mfsd4a","LNG"
"Ly6e",0.558890521970216,0.184979337351928,1,1,1,"Ly6e","LNG"
"Arfgef1",0.558909249858556,-0.301417605018334,1,1,1,"Arfgef1","LNG"
"Stat4",0.558941060616766,-0.169209188534393,1,1,1,"Stat4","LNG"
"Naxd",0.559007739753928,-0.330361855781942,0.667,1,1,"Naxd","LNG"
"Tm6sf1",0.559093752601228,-0.313264836705202,0.667,1,1,"Tm6sf1","LNG"
"Ctcf",0.559241371875567,-0.203135319182001,1,1,1,"Ctcf","LNG"
"Lamtor3",0.559733488111446,-0.351304306936462,0.333,1,1,"Lamtor3","LNG"
"Myl12a",0.560015477238056,-0.121634367686928,1,1,1,"Myl12a","LNG"
"Arhgap17",0.560041120599337,-0.356664555311465,0.667,1,1,"Arhgap17","LNG"
"Tgif1",0.560084340376882,-0.266968267332872,1,1,1,"Tgif1","LNG"
"Foxn2",0.560084340376882,-0.266968267332872,1,1,1,"Foxn2","LNG"
"Helz",0.560415345755736,-0.277417156565429,1,1,1,"Helz","LNG"
"Slc46a3",0.560595346812301,0.334305454631562,0.667,0.333,1,"Slc46a3","LNG"
"Slc39a9",0.560595346812301,0.334305454631562,0.667,0.333,1,"Slc39a9","LNG"
"0610010K14Rik",0.56060086047792,-0.413753238906686,1,1,1,"0610010K14Rik","LNG"
"Ice1",0.560929176646064,-0.365689548187162,1,0.667,1,"Ice1","LNG"
"Prkcz",0.561149097566545,-0.326674138237715,0.667,0.667,1,"Prkcz","LNG"
"Svil",0.561217267879402,-0.279627143889444,0.667,1,1,"Svil","LNG"
"Dbnl",0.561315032978289,0.281575988663315,1,1,1,"Dbnl","LNG"
"A630072M18Rik",0.561379685144084,0.452347282964167,0.667,0.667,1,"A630072M18Rik","LNG"
"Tgoln1",0.561948272953596,-0.428408039442839,0.667,1,1,"Tgoln1","LNG"
"Gapdh",0.561975453925305,0.161389757393017,1,1,1,"Gapdh","LNG"
"Rpl6",0.561986365922042,0.0195677459160963,1,1,1,"Rpl6","LNG"
"Pnrc1",0.562011183015322,0.291794966242422,1,1,1,"Pnrc1","LNG"
"Sf3a3",0.562050334244358,-0.228209467198078,1,1,1,"Sf3a3","LNG"
"Ostc",0.562079902743611,0.32296999063359,1,1,1,"Ostc","LNG"
"Gmfg",0.562334229114213,-0.108225830684776,1,1,1,"Gmfg","LNG"
"Wdr74",0.562464955863778,0.436317842758784,1,0.667,1,"Wdr74","LNG"
"Spcs2",0.562551733144817,0.254099433840214,1,1,1,"Spcs2","LNG"
"Upf3a",0.562719774602901,0.262708966348508,1,1,1,"Upf3a","LNG"
"Acbd3",0.562887066108926,-0.362650203629998,1,1,1,"Acbd3","LNG"
"Usp45",0.56294869520201,0.403437861784148,0.667,0.667,1,"Usp45","LNG"
"Mapk8ip3",0.563044608336498,-0.420844918909494,0.333,1,1,"Mapk8ip3","LNG"
"Kat7",0.563123351836865,-0.397278281148274,0.333,0.333,1,"Kat7","LNG"
"Nedd8",0.563409283873498,0.200942117316117,1,1,1,"Nedd8","LNG"
"Arglu1",0.563428562489381,-0.107440732456191,1,1,1,"Arglu1","LNG"
"Gucd1",0.563674098744712,-0.40316859983033,0.333,0.667,1,"Gucd1","LNG"
"Pigs",0.563674098744712,-0.40316859983033,0.333,0.667,1,"Pigs","LNG"
"Pole2",0.563674098744712,-0.40316859983033,0.333,0.667,1,"Pole2","LNG"
"Wdr83os",0.563762684104325,0.360853561243165,1,1,1,"Wdr83os","LNG"
"Atp2a3",0.564383525340025,-0.408350077369781,0.667,1,1,"Atp2a3","LNG"
"Npepl1",0.564456778494758,-0.315749128462694,0.667,1,1,"Npepl1","LNG"
"Cnnm2",0.564584356388712,-0.258653592949372,0.333,1,1,"Cnnm2","LNG"
"Pdlim1",0.564691176369225,0.531498122494455,0.667,0.667,1,"Pdlim1","LNG"
"Crls1",0.564795614301029,0.511868295223541,0.667,0.333,1,"Crls1","LNG"
"Rpl21",0.564855507732394,0.0261398582134893,1,1,1,"Rpl21","LNG"
"Polr2j",0.564860968932203,-0.269012365907654,1,1,1,"Polr2j","LNG"
"Il2",0.564947130284218,-0.303350273098124,0.333,1,1,"Il2","LNG"
"Usp53",0.564947130284218,-0.303350273098124,0.333,1,1,"Usp53","LNG"
"Ift57",0.564947130284218,-0.303350273098124,0.333,1,1,"Ift57","LNG"
"Banf1",0.565044870958981,-0.204663884859427,1,1,1,"Banf1","LNG"
"Atp6v1d",0.565123624116191,-0.200306504632795,1,1,1,"Atp6v1d","LNG"
"Lats1",0.565267132686591,-0.340710849045111,0.333,0.667,1,"Lats1","LNG"
"Rif1",0.565515111919625,-0.347476891387419,0.667,1,1,"Rif1","LNG"
"Atp6v1f",0.565525803820863,0.205708382745636,1,1,1,"Atp6v1f","LNG"
"Cdkn2aipnl",0.565554138213625,0.390312982170215,1,0.667,1,"Cdkn2aipnl","LNG"
"Stk19",0.565631594388841,0.417518805552229,1,0.667,1,"Stk19","LNG"
"Zfp280d",0.565654171879126,-0.324105731232442,0.333,0.667,1,"Zfp280d","LNG"
"H2-Q10",0.565654171879126,-0.324105731232442,0.333,0.667,1,"H2-Q10","LNG"
"Xpc",0.565765681309321,-0.294663372648267,0.333,1,1,"Xpc","LNG"
"Fem1a",0.565765681309321,-0.294663372648267,0.333,1,1,"Fem1a","LNG"
"Picalm",0.565798017768211,-0.320554604991822,0.667,1,1,"Picalm","LNG"
"Rrp7a",0.565861969798505,-0.281765725936772,0.333,0.667,1,"Rrp7a","LNG"
"Gm45509",0.566025632048893,0.372692825663491,0.333,0.333,1,"Gm45509","LNG"
"Accs",0.566092402752528,-0.284565109194333,0.333,0.667,1,"Accs","LNG"
"Miip",0.566092402752528,-0.284565109194333,0.333,0.667,1,"Miip","LNG"
"Fh1",0.566153868122578,-0.350213365297842,0.333,1,1,"Fh1","LNG"
"Rnf168",0.566153868122578,-0.350213365297842,0.333,1,1,"Rnf168","LNG"
"Lmbrd1",0.56617171081984,-0.288928368712204,0,0.333,1,"Lmbrd1","LNG"
"Zbtb41",0.56617171081984,-0.288928368712204,0,0.333,1,"Zbtb41","LNG"
"Enah",0.56617171081984,-0.288928368712204,0,0.333,1,"Enah","LNG"
"Med19",0.56617171081984,-0.288928368712204,0,0.333,1,"Med19","LNG"
"Ddb2",0.56617171081984,-0.288928368712204,0,0.333,1,"Ddb2","LNG"
"Slc35c1",0.56617171081984,-0.288928368712204,0,0.333,1,"Slc35c1","LNG"
"Lsm14b",0.56617171081984,-0.288928368712204,0,0.333,1,"Lsm14b","LNG"
"Sox18",0.56617171081984,-0.288928368712204,0,0.333,1,"Sox18","LNG"
"Fabp4",0.56617171081984,-0.288928368712204,0,0.333,1,"Fabp4","LNG"
"Clcc1",0.56617171081984,-0.288928368712204,0,0.333,1,"Clcc1","LNG"
"Pakap.1",0.56617171081984,-0.288928368712204,0,0.333,1,"Pakap.1","LNG"
"Mthfd2l",0.56617171081984,-0.288928368712204,0,0.333,1,"Mthfd2l","LNG"
"Zfp384",0.56617171081984,-0.288928368712204,0,0.333,1,"Zfp384","LNG"
"Zfp60",0.56617171081984,-0.288928368712204,0,0.333,1,"Zfp60","LNG"
"Sbsn",0.56617171081984,-0.288928368712204,0,0.333,1,"Sbsn","LNG"
"Kcnc1",0.56617171081984,-0.288928368712204,0,0.333,1,"Kcnc1","LNG"
"Gvin1",0.56617171081984,-0.288928368712204,0,0.333,1,"Gvin1","LNG"
"Gm15503",0.56617171081984,-0.288928368712204,0,0.333,1,"Gm15503","LNG"
"Cmtm4",0.56617171081984,-0.288928368712204,0,0.333,1,"Cmtm4","LNG"
"Nup133",0.56617171081984,-0.288928368712204,0,0.333,1,"Nup133","LNG"
"Usp28",0.56617171081984,-0.288928368712204,0,0.333,1,"Usp28","LNG"
"Smpd2",0.56617171081984,-0.288928368712204,0,0.333,1,"Smpd2","LNG"
"Hsf2",0.56617171081984,-0.288928368712204,0,0.333,1,"Hsf2","LNG"
"Pus10",0.56617171081984,-0.288928368712204,0,0.333,1,"Pus10","LNG"
"Mpg",0.56617171081984,-0.288928368712204,0,0.333,1,"Mpg","LNG"
"Cntrob",0.56617171081984,-0.288928368712204,0,0.333,1,"Cntrob","LNG"
"Cplx2",0.56617171081984,-0.288928368712204,0,0.333,1,"Cplx2","LNG"
"Vmn2r96",0.56617171081984,-0.288928368712204,0,0.333,1,"Vmn2r96","LNG"
"Tnfsf9",0.56617171081984,-0.288928368712204,0,0.333,1,"Tnfsf9","LNG"
"Thumpd2",0.56617171081984,-0.288928368712204,0,0.333,1,"Thumpd2","LNG"
"Gm6225",0.56617171081984,-0.288928368712204,0,0.333,1,"Gm6225","LNG"
"Sil1",0.56617171081984,-0.288928368712204,0,0.333,1,"Sil1","LNG"
"Socs6",0.56617171081984,-0.288928368712204,0,0.333,1,"Socs6","LNG"
"5530601H04Rik",0.56617171081984,-0.288928368712204,0,0.333,1,"5530601H04Rik","LNG"
"Ing3",0.566253175282142,-0.342532256275384,1,1,1,"Ing3","LNG"
"Tchp",0.56643716756677,-0.377313096996903,0.667,1,1,"Tchp","LNG"
"Ankrd17",0.566686814906613,0.38620229379678,1,1,1,"Ankrd17","LNG"
"Gm36738",0.566687893472668,0.491490144253012,1,0.667,1,"Gm36738","LNG"
"Pepd",0.567062047517066,-0.305981352697624,0.667,1,1,"Pepd","LNG"
"Atp1b3",0.567095778617518,-0.174024417861232,1,1,1,"Atp1b3","LNG"
"Med14",0.56712169884987,0.381753652691211,0.667,0.667,1,"Med14","LNG"
"Snf8",0.56718036201145,-0.223522860525658,1,1,1,"Snf8","LNG"
"Nav2",0.567320846946206,-0.416874035783027,0.667,0.667,1,"Nav2","LNG"
"Pxk",0.567455080611136,0.476180712922989,1,0.333,1,"Pxk","LNG"
"Lrig2",0.567469293587439,-0.275764010043275,0.333,0.667,1,"Lrig2","LNG"
"Drap1",0.567502055171052,0.315246911724664,1,1,1,"Drap1","LNG"
"Diablo",0.567672960786833,0.358898134992561,0.667,0.667,1,"Diablo","LNG"
"Dhx37",0.567672960786833,0.358898134992561,0.667,0.667,1,"Dhx37","LNG"
"Srsf4",0.567814705284405,0.455792863704064,0.667,0.667,1,"Srsf4","LNG"
"Tmem208",0.567970799255211,0.275407639886002,1,1,1,"Tmem208","LNG"
"Zfp592",0.568002557018874,-0.220947705071129,1,1,1,"Zfp592","LNG"
"Dus1l",0.568064513695299,0.427323705210767,1,0.667,1,"Dus1l","LNG"
"Asah1",0.56806559005599,-0.341989201089268,0.333,1,1,"Asah1","LNG"
"Zfyve19",0.568299397930531,0.420529221504393,0.333,0.333,1,"Zfyve19","LNG"
"Stk35",0.568299397930531,0.420529221504393,0.333,0.333,1,"Stk35","LNG"
"Haus1",0.568299397930531,0.420529221504393,0.333,0.333,1,"Haus1","LNG"
"Fam129a",0.568383675503973,-0.339951266871409,0.667,1,1,"Fam129a","LNG"
"Cd3eap",0.568526320714738,-0.329603678340373,0.333,0.667,1,"Cd3eap","LNG"
"Git1",0.568526320714738,-0.329603678340373,0.333,0.667,1,"Git1","LNG"
"Nudt22",0.568526320714738,-0.329603678340373,0.333,0.667,1,"Nudt22","LNG"
"Haus5",0.568600189886993,-0.289614272782118,0.333,1,1,"Haus5","LNG"
"Fam169b",0.56883358894229,-0.29331284300638,0.333,0.667,1,"Fam169b","LNG"
"Socs5",0.568865086216151,-0.295688348567609,0.333,0.667,1,"Socs5","LNG"
"Polr2i",0.568950357361704,0.339426810265305,1,1,1,"Polr2i","LNG"
"Zfp617",0.569003075217269,-0.320544365528579,0.333,0.667,1,"Zfp617","LNG"
"Nbn",0.569297094722333,-0.355982000842128,0.667,0.667,1,"Nbn","LNG"
"Mrpl28",0.569426321571271,0.463036993867922,0.667,0.667,1,"Mrpl28","LNG"
"Rps8",0.569484798298944,0.0138123247642721,1,1,1,"Rps8","LNG"
