"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","tissue"
"Bcorl1",0.297817424800906,-0.609544813833389,0,0.667,1,"Bcorl1","LNG"
"Irf3",0.297953919264491,0.804807217400398,0.667,0.667,1,"Irf3","LNG"
"Tbc1d2b",0.297978370604049,0.591218386272569,0.667,0.667,1,"Tbc1d2b","LNG"
"Nabp2",0.298048972640499,-0.609970010003797,0.333,1,1,"Nabp2","LNG"
"Vamp4",0.298063057679607,0.697907539784097,1,1,1,"Vamp4","LNG"
"Dram2",0.298359478446985,-0.625575950380831,0.333,0.667,1,"Dram2","LNG"
"Adh5",0.298413418624042,-0.586165489406422,0.667,1,1,"Adh5","LNG"
"Fubp1",0.298491286065596,-0.26868181854695,1,1,1,"Fubp1","LNG"
"Srrm1",0.298550884596212,-0.326521546340751,1,1,1,"Srrm1","LNG"
"Zfp622",0.298599368836966,-0.581699091082143,0.667,1,1,"Zfp622","LNG"
"Sept8",0.298704117186646,0.663769248013661,0.667,0.667,1,"Sept8","LNG"
"Ablim1",0.298963179175575,-0.287326671112624,1,1,1,"Ablim1","LNG"
"Gm47283",0.299747526554353,-0.497891078140479,1,1,1,"Gm47283","LNG"
"Fam214a",0.300164830776575,0.536262230333452,0.667,0.667,1,"Fam214a","LNG"
"Rnf10",0.300173991203576,0.616835116824585,1,1,1,"Rnf10","LNG"
"Ptprj",0.300227172128963,-0.591482720786912,0,0.667,1,"Ptprj","LNG"
"Ivd",0.300227172128963,-0.591482720786912,0,0.667,1,"Ivd","LNG"
"Marcksl1",0.300227172128963,-0.591482720786912,0,0.667,1,"Marcksl1","LNG"
"Etv6",0.300227172128963,-0.591482720786912,0,0.667,1,"Etv6","LNG"
"Clptm1",0.300227172128963,-0.591482720786912,0,0.667,1,"Clptm1","LNG"
"Dkkl1",0.300227172128963,-0.591482720786912,0,0.667,1,"Dkkl1","LNG"
"Kif16b",0.30028228672439,0.690438554848935,0.333,0.667,1,"Kif16b","LNG"
"Ccdc90b",0.30028228672439,0.690438554848935,0.333,0.667,1,"Ccdc90b","LNG"
"Tiprl",0.300357618132229,-0.494202898137844,0.667,1,1,"Tiprl","LNG"
"Nuf2",0.30044172434562,0.600727332829197,0.333,0,1,"Nuf2","LNG"
"Tmem63a",0.30044172434562,0.600727332829197,0.333,0,1,"Tmem63a","LNG"
"Knl1",0.30044172434562,0.600727332829197,0.333,0,1,"Knl1","LNG"
"Hist2h2bb",0.30044172434562,0.600727332829197,0.333,0,1,"Hist2h2bb","LNG"
"Lockd",0.30044172434562,0.600727332829197,0.333,0,1,"Lockd","LNG"
"Atp10a",0.30044172434562,0.600727332829197,0.333,0,1,"Atp10a","LNG"
"Ltf",0.30044172434562,0.600727332829197,0.333,0,1,"Ltf","LNG"
"Cdk1",0.30044172434562,0.600727332829197,0.333,0,1,"Cdk1","LNG"
"Plekhg3",0.30044172434562,0.600727332829197,0.333,0,1,"Plekhg3","LNG"
"Trip13",0.30044172434562,0.600727332829197,0.333,0,1,"Trip13","LNG"
"Afdn",0.30044172434562,0.600727332829197,0.333,0,1,"Afdn","LNG"
"Gm14743",0.30044172434562,0.600727332829197,0.333,0,1,"Gm14743","LNG"
"Usp5",0.300507759743021,-0.59656620704771,0.333,0.667,1,"Usp5","LNG"
"Psap",0.30054654484147,0.429138103631018,1,1,1,"Psap","LNG"
"Ubap2",0.300706964379446,-0.645006878472388,0.667,1,1,"Ubap2","LNG"
"Top2b",0.300708356063516,0.470750533277937,1,1,1,"Top2b","LNG"
"Trim37",0.300827694260093,0.65586921033283,1,0.333,1,"Trim37","LNG"
"Ppp1r7",0.300925561256354,-0.677308334445992,0.333,1,1,"Ppp1r7","LNG"
"Vbp1",0.30157432302345,-0.544803864955137,0.667,1,1,"Vbp1","LNG"
"Aldh2",0.301693128000916,0.76295939163938,0.667,0.667,1,"Aldh2","LNG"
"Atg2a",0.302148137398804,-0.547850333083806,0.667,0.667,1,"Atg2a","LNG"
"Ubl4a",0.302313733504844,-0.533315534891096,0.667,1,1,"Ubl4a","LNG"
"Ints7",0.302472786113654,0.478481227784946,0.667,0.667,1,"Ints7","LNG"
"Pgrmc2",0.30255285358719,-0.670217003039239,0.333,1,1,"Pgrmc2","LNG"
"Zfp260",0.30255285358719,-0.670217003039239,0.333,1,1,"Zfp260","LNG"
"Glcci1",0.302648938953909,0.735725362767036,1,0.667,1,"Glcci1","LNG"
"Abhd8",0.303257551436863,0.765406759479451,1,0.667,1,"Abhd8","LNG"
"Aimp1",0.303663630504752,-0.504804545494548,0.667,1,1,"Aimp1","LNG"
"Snhg1",0.303855207724195,-0.520138246416629,0.667,1,1,"Snhg1","LNG"
"Aasdhppt",0.303879436786046,-0.544251311558988,0.333,1,1,"Aasdhppt","LNG"
"Tcp1",0.30419258959209,0.488571397882524,1,1,1,"Tcp1","LNG"
"Arhgef5",0.304242885389934,0.604167767682268,1,0.333,1,"Arhgef5","LNG"
"Phlpp2",0.304242885389934,0.604167767682268,1,0.333,1,"Phlpp2","LNG"
"Coro1b",0.304242885389934,0.604167767682268,1,0.333,1,"Coro1b","LNG"
"Tnfrsf25",0.304396038195656,-0.527747074871447,0.333,1,1,"Tnfrsf25","LNG"
"Gm5617",0.304396038195656,-0.527747074871447,0.333,1,1,"Gm5617","LNG"
"Tars",0.304820228065219,-0.639956189788106,0.667,1,1,"Tars","LNG"
"Rtcb",0.304897583968529,-0.576482930890027,0.667,1,1,"Rtcb","LNG"
"Epb41l4aos",0.304979678744885,0.667576629149599,1,1,1,"Epb41l4aos","LNG"
"Bri3",0.305023681832282,0.533844401110823,1,1,1,"Bri3","LNG"
"Ubl3",0.305149640901674,0.837032421708867,1,0.667,1,"Ubl3","LNG"
"Dazap2",0.305202793531887,0.560728575697407,1,1,1,"Dazap2","LNG"
"Lrrc8c",0.305329876351819,-0.703292375400417,0.333,1,1,"Lrrc8c","LNG"
"Fau",0.305658550162558,-0.0237726389389561,1,1,1,"Fau","LNG"
"Xkr6",0.305974930920101,-0.61849176267497,0,0.667,1,"Xkr6","LNG"
"Klrb1f",0.306010837236129,-0.63723669234307,0.333,0.667,1,"Klrb1f","LNG"
"2300009A05Rik",0.306180871846595,-0.675081344470869,1,1,1,"2300009A05Rik","LNG"
"Sbno1",0.30634649707179,-0.542091369311956,1,1,1,"Sbno1","LNG"
"Slc25a25",0.306417811874731,-0.57762783000176,0,1,1,"Slc25a25","LNG"
"Mettl8",0.306417811874731,-0.57762783000176,0,1,1,"Mettl8","LNG"
"Plagl2",0.306417811874731,-0.57762783000176,0,1,1,"Plagl2","LNG"
"Pdp1",0.306417811874731,-0.57762783000176,0,1,1,"Pdp1","LNG"
"Trmt5",0.306417811874731,-0.57762783000176,0,1,1,"Trmt5","LNG"
"Cyp4f16",0.306417811874731,-0.57762783000176,0,1,1,"Cyp4f16","LNG"
"Slc25a27",0.306417811874731,-0.57762783000176,0,1,1,"Slc25a27","LNG"
"Commd10",0.306417811874731,-0.57762783000176,0,1,1,"Commd10","LNG"
"Mid1ip1",0.306417811874731,-0.57762783000176,0,1,1,"Mid1ip1","LNG"
"Atp6v1a",0.30643591662346,-0.623604413948987,0.333,1,1,"Atp6v1a","LNG"
"Acp6",0.306466480128167,0.662219552247225,0.667,0.333,1,"Acp6","LNG"
"Anxa7",0.306635045161825,-0.51340725551336,0.333,0.667,1,"Anxa7","LNG"
"Hsp90ab1",0.306750865076838,0.212943596107015,1,1,1,"Hsp90ab1","LNG"
"Mrpl13",0.306758980531482,0.631915450486061,1,1,1,"Mrpl13","LNG"
"Prkd2",0.306777224983699,-0.522819050325593,0.333,1,1,"Prkd2","LNG"
"Ireb2",0.306777224983699,-0.522819050325593,0.333,1,1,"Ireb2","LNG"
"Ilk",0.306837783948476,-0.56263179495808,0.667,1,1,"Ilk","LNG"
"Rgcc",0.307522605262438,-1.04859944967419,0.667,0.667,1,"Rgcc","LNG"
"Prmt7",0.307679906492766,-0.568423016465253,0,1,1,"Prmt7","LNG"
"Pphln1",0.307679906492766,-0.568423016465253,0,1,1,"Pphln1","LNG"
"1700037C18Rik",0.307679906492766,-0.568423016465253,0,1,1,"1700037C18Rik","LNG"
"Ttc7",0.307882055126334,-0.576717616579474,0.667,1,1,"Ttc7","LNG"
"Fxn",0.3080032213243,-0.594427768922969,0.333,1,1,"Fxn","LNG"
"Ell",0.308009754626208,0.607470175115203,0.667,0.333,1,"Ell","LNG"
"Emc10",0.308308782218897,-0.463284978981826,1,1,1,"Emc10","LNG"
"Tbc1d4",0.308310288047221,-1.1463098894522,0.333,0.667,1,"Tbc1d4","LNG"
"Lck",0.308329279849045,-0.334061399578001,1,1,1,"Lck","LNG"
"Pafah1b1",0.308596510983744,0.458222796436121,1,1,1,"Pafah1b1","LNG"
"Dynlrb1",0.308655863937395,0.616973762939796,1,1,1,"Dynlrb1","LNG"
"Nup37",0.308761640976835,-1.01058792000397,0,0.667,1,"Nup37","LNG"
"G6pdx",0.308761640976835,-1.01058792000397,0,0.667,1,"G6pdx","LNG"
"Sec62",0.30880163364717,0.470719316943899,1,1,1,"Sec62","LNG"
"Mgat4a",0.308850320880637,-0.670608909145923,0.333,1,1,"Mgat4a","LNG"
"D1Ertd622e",0.308960068771931,-0.599911001977903,0.333,1,1,"D1Ertd622e","LNG"
"Trappc4",0.308996584717676,-0.420614715733986,1,1,1,"Trappc4","LNG"
"Vps28",0.309555815615213,-0.511130376951174,0.667,1,1,"Vps28","LNG"
"Galnt1",0.309677351373754,-0.373238065407111,1,1,1,"Galnt1","LNG"
"Spcs1",0.309717469654007,0.558825510569033,1,1,1,"Spcs1","LNG"
"Foxp1",0.309909100626973,-0.279114838849976,1,1,1,"Foxp1","LNG"
"Mars",0.310105708678073,0.537162084600997,1,0.667,1,"Mars","LNG"
"Dynlt3",0.310275802647498,-0.533879876509619,0.667,1,1,"Dynlt3","LNG"
"Naga",0.31033124235572,-1.0027168258331,0,0.667,1,"Naga","LNG"
"Cstf2",0.310385249491177,-0.60194049264586,0,0.667,1,"Cstf2","LNG"
"Tmsb15b2",0.310385249491177,-0.60194049264586,0,0.667,1,"Tmsb15b2","LNG"
"Clec2d",0.310449441315142,-0.444441680270872,1,1,1,"Clec2d","LNG"
"Rbsn",0.310500308770582,-0.630127650162843,0,0.667,1,"Rbsn","LNG"
"Ppfibp1",0.310500308770582,-0.630127650162843,0,0.667,1,"Ppfibp1","LNG"
"Mon1a",0.310500308770582,-0.630127650162843,0,0.667,1,"Mon1a","LNG"
"Ckap4",0.310500308770582,-0.630127650162843,0,0.667,1,"Ckap4","LNG"
"Lyrm7",0.310500308770582,-0.630127650162843,0,0.667,1,"Lyrm7","LNG"
"Ccdc125",0.310500308770582,-0.630127650162843,0,0.667,1,"Ccdc125","LNG"
"Srf",0.310500308770582,-0.630127650162843,0,0.667,1,"Srf","LNG"
"Def6",0.310550974947947,0.683038316571782,1,1,1,"Def6","LNG"
"Fryl",0.310586975004079,-0.462860577878702,1,1,1,"Fryl","LNG"
"Ftl1",0.310739190887278,0.364548049252644,1,1,1,"Ftl1","LNG"
"Srrm2",0.310997429369421,0.333292816538765,1,1,1,"Srrm2","LNG"
"Macrod1",0.311058558986667,-0.708615832589029,0.333,1,1,"Macrod1","LNG"
"Smdt1",0.311059721621087,0.404495605227451,1,1,1,"Smdt1","LNG"
"Atp5d",0.311182807676565,0.310621986904673,1,1,1,"Atp5d","LNG"
"Elf1",0.311224244770088,-0.380083056408765,1,1,1,"Elf1","LNG"
"mt-Co2",0.311313617392549,-0.0468010725750343,1,1,1,"mt-Co2","LNG"
"Golph3",0.31216031130708,-0.714255053871038,0.333,1,1,"Golph3","LNG"
"Tmx4",0.312566375835805,-0.495773008020993,1,1,1,"Tmx4","LNG"
"Slc44a1",0.312734101194479,-0.668216636406607,0,0.333,1,"Slc44a1","LNG"
"Zfp949",0.312734101194479,-0.668216636406607,0,0.333,1,"Zfp949","LNG"
"Tmub2",0.312734101194479,-0.668216636406607,0,0.333,1,"Tmub2","LNG"
"Rprd2",0.313421676021462,0.699087625952962,0.667,1,1,"Rprd2","LNG"
"Nampt",0.314013075968528,-0.544837353300988,0.333,1,1,"Nampt","LNG"
"Bax",0.314245418141292,0.44860008614073,1,1,1,"Bax","LNG"
"Npm1",0.314321121812313,0.268718412804597,1,1,1,"Npm1","LNG"
"Bmp7",0.314323114931586,0.633194842211617,0.333,0.333,1,"Bmp7","LNG"
"Ift74",0.314323114931586,0.633194842211617,0.333,0.333,1,"Ift74","LNG"
"Eif3c",0.314514439555755,0.309700996810176,1,1,1,"Eif3c","LNG"
"Brcc3",0.315065756283988,-0.622911023243066,0.333,0.667,1,"Brcc3","LNG"
"Tmem199",0.315142356524077,0.592453951024267,1,0.333,1,"Tmem199","LNG"
"Atp2b1",0.315272827139296,0.487975344351644,1,1,1,"Atp2b1","LNG"
"Pqbp1",0.315616419430469,-0.519127667615262,0.667,1,1,"Pqbp1","LNG"
"Rac1",0.315751376188295,-0.322452536690175,1,1,1,"Rac1","LNG"
"BE692007",0.315828373220994,-0.523283679042398,1,1,1,"BE692007","LNG"
"Rapgef2",0.315988527743584,0.505892489953248,0.667,0.667,1,"Rapgef2","LNG"
"Agk",0.316009462786795,-0.522055610927265,0.667,0.667,1,"Agk","LNG"
"Ddx39b",0.316109299722804,-0.42511506270959,1,1,1,"Ddx39b","LNG"
"Aurkaip1",0.316354213454351,-0.510725447076583,1,1,1,"Aurkaip1","LNG"
"Cwc15",0.316633969187481,-0.53717598535021,0.667,1,1,"Cwc15","LNG"
"Scoc",0.316696148205119,-0.559003782268443,0.333,1,1,"Scoc","LNG"
"Tnks2",0.316724699217374,-0.564903276301845,0.667,1,1,"Tnks2","LNG"
"Bcl7b",0.316878812861364,0.654293050624573,1,1,1,"Bcl7b","LNG"
"Mcm3",0.317001542392251,-0.664634974553106,0.667,1,1,"Mcm3","LNG"
"Brd8",0.317225059969196,-0.48797257484988,0.667,1,1,"Brd8","LNG"
"Rassf3",0.317751594842717,0.565521665882695,0.667,0.667,1,"Rassf3","LNG"
"Tra2a",0.317778931673902,-0.392891917085864,1,1,1,"Tra2a","LNG"
"Mff",0.317937927772834,0.606907883359963,1,1,1,"Mff","LNG"
"Atox1",0.318471743966178,0.427860032162023,1,1,1,"Atox1","LNG"
"Slc37a3",0.318634765064508,-0.558224332703226,0.333,1,1,"Slc37a3","LNG"
"Ncoa5",0.31872560939156,0.654391584841471,0.667,0.667,1,"Ncoa5","LNG"
"Ints13",0.318801514516323,0.729929206498989,1,0.333,1,"Ints13","LNG"
"Kit",0.318890586077368,-0.588637304343228,0.333,1,1,"Kit","LNG"
"Dennd4a",0.319007313924707,-0.588641829142341,1,1,1,"Dennd4a","LNG"
"Vps13a",0.319237044325775,-0.464811442081906,1,1,1,"Vps13a","LNG"
"Cul2",0.319385223836593,-0.607277625216666,0.333,0.667,1,"Cul2","LNG"
"Cat",0.319782499822552,-0.582352852369351,0.667,1,1,"Cat","LNG"
"Fam126a",0.319785359747094,-0.6977682134293,0,0.333,1,"Fam126a","LNG"
"Strn4",0.319785359747094,-0.6977682134293,0,0.333,1,"Strn4","LNG"
"Lig4",0.319785359747094,-0.6977682134293,0,0.333,1,"Lig4","LNG"
"Slc27a1",0.319785359747094,-0.6977682134293,0,0.333,1,"Slc27a1","LNG"
"Pygl",0.319785359747094,-0.6977682134293,0,0.333,1,"Pygl","LNG"
"Zfp58",0.319785359747094,-0.6977682134293,0,0.333,1,"Zfp58","LNG"
"Flywch1",0.319785359747094,-0.6977682134293,0,0.333,1,"Flywch1","LNG"
"Gemin2",0.319987842826277,0.674075865188039,1,0.667,1,"Gemin2","LNG"
"4931406C07Rik",0.320053902091685,-0.578138767540894,0.333,0.667,1,"4931406C07Rik","LNG"
"Rpl35",0.320301488265542,0.267139626428254,1,1,1,"Rpl35","LNG"
"Slc4a1ap",0.320373767410396,-0.514487258165076,0.667,1,1,"Slc4a1ap","LNG"
"Selenoo",0.320420495210409,0.624121058680732,1,0.333,1,"Selenoo","LNG"
"Dgkz",0.320789838037778,0.592496833615325,1,1,1,"Dgkz","LNG"
"Msl2",0.32096778965305,-0.487689825743216,0.667,1,1,"Msl2","LNG"
"Btg2",0.321003669924143,-0.156179230796112,1,1,1,"Btg2","LNG"
"Rbm33",0.321357097143592,-0.504878185753287,0.667,1,1,"Rbm33","LNG"
"Timm10",0.321482722376589,-0.615746769286509,0.333,0.667,1,"Timm10","LNG"
"B3galt2",0.321574540491204,-0.615564943469135,0,0.333,1,"B3galt2","LNG"
"Nmnat3",0.321811246798234,0.626260513338806,0.667,0.333,1,"Nmnat3","LNG"
"A430088P11Rik",0.321811246798234,0.626260513338806,0.667,0.333,1,"A430088P11Rik","LNG"
"Urb1",0.321811246798234,0.626260513338806,0.667,0.333,1,"Urb1","LNG"
"Gimap7",0.321867000569941,-0.582228662430578,0.667,1,1,"Gimap7","LNG"
"Borcs8",0.32188266875719,0.86537249248073,1,0.333,1,"Borcs8","LNG"
"Kif3b",0.322201422300313,0.526099383845513,0.667,0.667,1,"Kif3b","LNG"
"Psmc1",0.32229746565091,0.495469918579648,1,1,1,"Psmc1","LNG"
"Cnot8",0.322313390503815,-0.550554580866503,0.333,1,1,"Cnot8","LNG"
"Ptpre",0.322524072822914,-0.506929202929273,0.667,0.667,1,"Ptpre","LNG"
"Ptpn6",0.322796946895566,-0.457751908784502,1,1,1,"Ptpn6","LNG"
"Snx17",0.322848219231007,-0.589542778750662,0.667,1,1,"Snx17","LNG"
"Nfkbiz",0.322871941931614,0.523203912245463,1,1,1,"Nfkbiz","LNG"
"Brix1",0.323150337372654,-0.557080585365551,0.667,1,1,"Brix1","LNG"
"Spag9",0.32316416639602,-0.408107332185418,1,1,1,"Spag9","LNG"
"Mrpl54",0.323877794878702,-0.524259741004886,1,1,1,"Mrpl54","LNG"
"Rfk",0.323973363670636,0.63170630071293,1,0.667,1,"Rfk","LNG"
"Tbrg1",0.324221462959268,0.510470172770113,1,1,1,"Tbrg1","LNG"
"Psmd14",0.324391769336539,0.592851985376672,0.667,1,1,"Psmd14","LNG"
"Sarnp",0.324393120938521,-0.335652220290816,1,1,1,"Sarnp","LNG"
"Ccr8",0.324567664927215,0.557169042475274,0.667,0,1,"Ccr8","LNG"
"Nfatc2",0.325105448611357,-0.521607919755111,0.667,1,1,"Nfatc2","LNG"
"Rrm2",0.325750812306761,0.386786390716744,0.667,0.333,1,"Rrm2","LNG"
"Herc1",0.326072581641098,0.554011185814991,1,1,1,"Herc1","LNG"
"Srp14",0.326341526231867,0.448074500871967,1,1,1,"Srp14","LNG"
"Ap3m2",0.326406682170671,0.662413317592838,0.667,0.667,1,"Ap3m2","LNG"
"Hnrnph3",0.326420833024285,-0.459064233557512,0.667,1,1,"Hnrnph3","LNG"
"Ddx60",0.326656322664382,-0.50416720167033,0.333,0.667,1,"Ddx60","LNG"
"Lcor",0.326892623555779,-0.541360602082521,0.333,0.667,1,"Lcor","LNG"
"Golim4",0.326913420895573,0.647333354063628,1,0.667,1,"Golim4","LNG"
"Zfp830",0.32692398965193,-0.495145584218832,0.333,1,1,"Zfp830","LNG"
"Gemin6",0.326954814043356,-0.631514731999401,0.333,0.667,1,"Gemin6","LNG"
"Apex1",0.327433765219633,-0.670791593935521,0.667,1,1,"Apex1","LNG"
"Sinhcaf",0.327524294370027,0.572704084430494,0.667,1,1,"Sinhcaf","LNG"
"Tasor2",0.327774790956292,0.556944658560033,1,1,1,"Tasor2","LNG"
"Cbx8",0.327843399218854,0.601619356935,0.667,0.667,1,"Cbx8","LNG"
"Rnf114",0.328059799657106,0.515281936255086,1,1,1,"Rnf114","LNG"
"Bzw1",0.328149284309167,-0.319704503732783,1,1,1,"Bzw1","LNG"
"mt-Nd3",0.32821613729958,-0.124655217054445,1,1,1,"mt-Nd3","LNG"
"Josd2",0.328224794007995,0.677140569028361,0.333,0.667,1,"Josd2","LNG"
"Heatr1",0.328523345695254,-0.581850335066205,0.667,1,1,"Heatr1","LNG"
"Trim30a",0.328641979560576,-0.521344504036796,1,1,1,"Trim30a","LNG"
"Armc1",0.329172057228714,-0.541005584895444,0.667,1,1,"Armc1","LNG"
"Fbxo5",0.329181137210917,0.672608187826609,0.667,0.333,1,"Fbxo5","LNG"
"Nrip1",0.329505896952663,-0.3777430345028,1,1,1,"Nrip1","LNG"
"Sc5d",0.329572471831616,-0.613531659199128,0.333,1,1,"Sc5d","LNG"
"Nudt5",0.329726744544419,0.755056522298436,0.667,0.333,1,"Nudt5","LNG"
"Ly6c2",0.329763698270331,0.735456964737554,1,1,1,"Ly6c2","LNG"
"0610030E20Rik",0.329796133079577,0.559123639678937,1,1,1,"0610030E20Rik","LNG"
"Rpusd3",0.329916862483336,0.569604926779692,1,0.333,1,"Rpusd3","LNG"
"Hnrnpu",0.329918783759559,0.27043019998925,1,1,1,"Hnrnpu","LNG"
"Trp53",0.329945240643622,-0.400034599278893,1,1,1,"Trp53","LNG"
"Chfr",0.329977541700932,-0.575008351738276,0.667,1,1,"Chfr","LNG"
"Ppm1b",0.329977541700932,-0.575008351738276,0.667,1,1,"Ppm1b","LNG"
"Cep350",0.329981174700215,0.592746094901049,1,1,1,"Cep350","LNG"
"Lrrc20",0.330268083413836,0.417039419667609,0.667,0.333,1,"Lrrc20","LNG"
"Mtcp1",0.330268083413836,0.417039419667609,0.667,0.333,1,"Mtcp1","LNG"
"Btf3l4",0.330557608039257,0.627264902329261,0.667,0.667,1,"Btf3l4","LNG"
"Rap1b",0.330919957993739,-0.279412095941333,1,1,1,"Rap1b","LNG"
"Cd84",0.331218925912576,-0.526191098489323,0.667,1,1,"Cd84","LNG"
"Ppp6r2",0.331411230764848,-1.02620243812647,0,0.333,1,"Ppp6r2","LNG"
"Slfn8",0.33145148276734,-0.502596736244914,0.667,1,1,"Slfn8","LNG"
"Pclaf",0.331668200006645,1.34067193937498,0.667,0.333,1,"Pclaf","LNG"
"Rabac1",0.331773010828441,0.513432551777496,1,1,1,"Rabac1","LNG"
"Gtf2h2",0.332020945534869,0.614946733176432,0.667,0.333,1,"Gtf2h2","LNG"
"Cox14",0.332061837423442,-0.458645982910003,1,1,1,"Cox14","LNG"
"Selplg",0.332393241905329,-0.237497543839987,1,1,1,"Selplg","LNG"
"Maf",0.332588263470163,-0.379926802272208,1,1,1,"Maf","LNG"
"Acaa2",0.332958855861133,-0.479662535984923,1,1,1,"Acaa2","LNG"
"Zmym4",0.332979773969291,-0.537328424552507,0.333,1,1,"Zmym4","LNG"
"Nfic",0.333224628172822,0.674697718223725,1,0.667,1,"Nfic","LNG"
"Itgb2",0.3332794225594,-0.435330305382376,1,1,1,"Itgb2","LNG"
"Enoph1",0.333345705105898,0.488737696969917,1,0.667,1,"Enoph1","LNG"
"Crot",0.333439028488741,0.540034801129043,1,1,1,"Crot","LNG"
"Rpl12",0.333748919722601,-0.0306661897586604,1,1,1,"Rpl12","LNG"
"Herpud2",0.333841616326912,-0.459970024379989,0.333,0.667,1,"Herpud2","LNG"
"Rgs3",0.333846371290449,-0.53957160424848,0.667,1,1,"Rgs3","LNG"
"Atad2b",0.333929019384468,-0.539378540721854,1,1,1,"Atad2b","LNG"
"A930005H10Rik",0.334195621210321,-0.496276217448943,0.333,1,1,"A930005H10Rik","LNG"
"Itm2c",0.334279248494721,-0.496778230852311,0.667,1,1,"Itm2c","LNG"
"Exosc9",0.334310679730407,0.645239265209956,0.667,0.333,1,"Exosc9","LNG"
"Unc13d",0.334310679730407,0.645239265209956,0.667,0.333,1,"Unc13d","LNG"
"Fance",0.334310679730407,0.645239265209956,0.667,0.333,1,"Fance","LNG"
"Tmem250-ps",0.334524835261325,-0.557718525535695,0,0.667,1,"Tmem250-ps","LNG"
"Mfsd8",0.334524835261325,-0.557718525535695,0,0.667,1,"Mfsd8","LNG"
"Mfsd4b4",0.334524835261325,-0.557718525535695,0,0.667,1,"Mfsd4b4","LNG"
"Il9r",0.334524835261325,-0.557718525535695,0,0.667,1,"Il9r","LNG"
"Mgat2",0.334718386118486,0.702977777746738,1,0.667,1,"Mgat2","LNG"
"Pitpnm1",0.334829940113872,0.722519090037336,0.667,0.333,1,"Pitpnm1","LNG"
"Ap4e1",0.334955863104705,-0.63275540599433,0.333,0.667,1,"Ap4e1","LNG"
"Tprkb",0.334955863104705,-0.63275540599433,0.333,0.667,1,"Tprkb","LNG"
"St3gal2",0.334955863104705,-0.63275540599433,0.333,0.667,1,"St3gal2","LNG"
"Pwwp3a",0.335244641704345,-0.523639496397202,0.667,1,1,"Pwwp3a","LNG"
"Dusp19",0.335324500215581,0.452534035135985,1,0.667,1,"Dusp19","LNG"
"Vmp1",0.335502773167067,-0.574235182699813,0.667,1,1,"Vmp1","LNG"
"Ppm1g",0.33560475004249,-0.492438391233889,0.667,1,1,"Ppm1g","LNG"
"Cd163l1",0.335674758248706,0.67974887331332,1,0.667,1,"Cd163l1","LNG"
"Gmnn",0.335689511291786,-0.626751783971625,0.333,1,1,"Gmnn","LNG"
"Slc30a9",0.335750399309877,-0.492869876955516,1,1,1,"Slc30a9","LNG"
"Gpalpp1",0.336041167327964,0.582075652862073,0.667,0.667,1,"Gpalpp1","LNG"
"Zfp646",0.336048180863893,0.541745284548416,1,1,1,"Zfp646","LNG"
"Cox20",0.336389435391527,-0.994136857513267,0.333,1,1,"Cox20","LNG"
"Dnajc17",0.336418214699227,-0.548385389693895,0,0.667,1,"Dnajc17","LNG"
"Mrs2",0.336418214699227,-0.548385389693895,0,0.667,1,"Mrs2","LNG"
"Btla",0.336418214699227,-0.548385389693895,0,0.667,1,"Btla","LNG"
"Polr2d",0.336418214699227,-0.548385389693895,0,0.667,1,"Polr2d","LNG"
"Ggps1",0.336854029353396,-0.579106454186036,0.667,1,1,"Ggps1","LNG"
"Junb",0.337037485031314,0.269910341155611,1,1,1,"Junb","LNG"
"Arf1",0.337080051775088,0.386381494118428,1,1,1,"Arf1","LNG"
"Mynn",0.337195230339713,-0.566991670995807,0,0.667,1,"Mynn","LNG"
"Sema4f",0.337195230339713,-0.566991670995807,0,0.667,1,"Sema4f","LNG"
"Rab4a",0.337195230339713,-0.566991670995807,0,0.667,1,"Rab4a","LNG"
"Ccdc15",0.337195230339713,-0.566991670995807,0,0.667,1,"Ccdc15","LNG"
"Znrf3",0.337195230339713,-0.566991670995807,0,0.667,1,"Znrf3","LNG"
"Nxn",0.337195230339713,-0.566991670995807,0,0.667,1,"Nxn","LNG"
"5730455P16Rik",0.337195230339713,-0.566991670995807,0,0.667,1,"5730455P16Rik","LNG"
"Mia3",0.337318169945493,0.436296423848666,1,1,1,"Mia3","LNG"
"Gorasp2",0.33744297795614,-0.503552809551281,0.333,1,1,"Gorasp2","LNG"
"Plin2",0.33744297795614,-0.503552809551281,0.333,1,1,"Plin2","LNG"
"Hnrnph1",0.337674004296799,-0.412733518284197,1,1,1,"Hnrnph1","LNG"
"Snhg3",0.337789710552179,-0.589026732452221,0.333,1,1,"Snhg3","LNG"
"Xpo7",0.337949070878687,-0.573597209439449,0.667,0.667,1,"Xpo7","LNG"
"Hspa4l",0.338095366653429,0.606579421066375,0.667,1,1,"Hspa4l","LNG"
"Plk4",0.338099088675834,-0.728048609350664,0.333,0.667,1,"Plk4","LNG"
"Katnbl1",0.338401176116466,-0.50780026387302,0.333,1,1,"Katnbl1","LNG"
"Pcbp2",0.338514923862548,0.33859527619355,1,1,1,"Pcbp2","LNG"
"Fcgr3",0.338729610634235,0.460661261430063,0.333,0.333,1,"Fcgr3","LNG"
"Smarcb1",0.33904207536216,-0.543661544989766,1,1,1,"Smarcb1","LNG"
"Ngdn",0.33907331302487,0.626759822794609,1,0.667,1,"Ngdn","LNG"
"Itih5",0.339102243139738,0.642104726146618,0.667,0.667,1,"Itih5","LNG"
